user_id,utm_source,day,ad_click_timestamp,ad_clicked,experimental_group
908459,google,Sunday,2023-01-03 03:00:00,True,B
254125,email,Tuesday,,False,A
718740,email,Sunday,2023-01-20 10:00:00,True,B
338408,facebook,Saturday,,False,A
209365,facebook,Tuesday,,False,A
621291,facebook,Wednesday,,False,B
840799,twitter,Wednesday,2023-01-19 12:00:00,True,B
867877,twitter,Saturday,,False,B
387502,facebook,Saturday,,False,B
833354,facebook,Saturday,2023-01-10 17:00:00,True,B
880912,email,Saturday,,False,A
346797,facebook,Tuesday,,False,A
363648,twitter,Monday,,False,A
400877,facebook,Tuesday,2023-01-27 00:00:00,True,A
458237,twitter,Sunday,,False,B
350483,google,Wednesday,2023-01-27 14:00:00,True,A
709040,twitter,Saturday,2023-01-24 22:00:00,True,B
551758,twitter,Tuesday,,False,B
209658,google,Friday,2023-01-02 21:00:00,True,B
838748,email,Sunday,2023-01-23 09:00:00,True,A
124406,facebook,Tuesday,2023-01-28 07:00:00,True,A
904734,email,Tuesday,2023-01-05 10:00:00,True,B
223076,email,Tuesday,,False,A
667848,facebook,Monday,2023-01-01 05:00:00,True,B
522698,google,Friday,,False,A
235047,email,Sunday,,False,A
300065,twitter,Monday,,False,B
306748,email,Sunday,,False,B
521064,facebook,Tuesday,,False,A
538292,facebook,Tuesday,,False,B
648349,google,Saturday,,False,B
578988,facebook,Sunday,,False,A
149592,facebook,Tuesday,,False,B
413817,facebook,Friday,2023-01-22 14:00:00,True,A
569773,twitter,Monday,,False,A
994840,google,Monday,2023-01-24 08:00:00,True,B
987708,google,Friday,2023-01-13 20:00:00,True,A
383650,email,Thursday,,False,B
698964,google,Wednesday,,False,A
588373,twitter,Sunday,2023-01-13 20:00:00,True,A
968480,facebook,Monday,2023-01-11 12:00:00,True,A
320370,google,Sunday,2023-01-30 11:00:00,True,B
674281,google,Friday,,False,A
579329,twitter,Wednesday,2023-01-26 21:00:00,True,A
103436,facebook,Tuesday,,False,B
505633,facebook,Friday,,False,B
155998,twitter,Monday,,False,A
300887,google,Saturday,,False,A
706743,facebook,Friday,2023-01-14 22:00:00,True,A
100415,google,Tuesday,,False,A
346150,google,Tuesday,,False,B
344955,facebook,Saturday,,False,A
811070,google,Wednesday,,False,A
229802,google,Wednesday,,False,B
481598,google,Saturday,2023-01-20 21:00:00,True,A
207966,google,Saturday,2023-01-17 03:00:00,True,A
464523,facebook,Monday,2023-01-14 23:00:00,True,B
815798,google,Thursday,,False,B
185997,email,Saturday,,False,B
711477,email,Wednesday,,False,A
106220,google,Thursday,2023-01-22 23:00:00,True,B
383181,twitter,Monday,2023-01-11 22:00:00,True,B
412773,facebook,Wednesday,,False,B
878504,email,Wednesday,,False,A
549467,facebook,Wednesday,2023-01-05 09:00:00,True,A
245765,google,Thursday,,False,A
170687,facebook,Friday,2023-01-29 08:00:00,True,A
390299,email,Friday,,False,B
925748,facebook,Tuesday,2023-01-17 22:00:00,True,A
185591,google,Wednesday,,False,A
782637,facebook,Wednesday,,False,B
224790,google,Wednesday,,False,A
113448,facebook,Monday,2023-01-09 19:00:00,True,A
495668,email,Sunday,,False,A
599600,facebook,Wednesday,2023-01-14 03:00:00,True,A
150530,google,Monday,,False,B
320979,email,Monday,2023-01-12 12:00:00,True,B
663566,google,Friday,,False,A
687559,twitter,Saturday,,False,A
253552,google,Monday,,False,A
867360,twitter,Wednesday,,False,A
918454,google,Wednesday,2023-01-10 02:00:00,True,A
659013,facebook,Thursday,,False,A
662952,google,Sunday,2023-01-28 20:00:00,True,A
931053,google,Sunday,,False,A
300981,google,Saturday,2023-01-07 08:00:00,True,B
720632,email,Tuesday,,False,B
565462,facebook,Wednesday,,False,B
848873,facebook,Friday,2023-01-30 06:00:00,True,B
393702,facebook,Friday,,False,B
798081,google,Monday,,False,B
938394,facebook,Sunday,2023-01-16 17:00:00,True,A
717838,facebook,Sunday,,False,A
275556,twitter,Monday,2023-01-30 03:00:00,True,A
276950,google,Tuesday,,False,B
532329,google,Saturday,,False,A
315238,facebook,Sunday,,False,B
362696,google,Thursday,,False,A
273889,google,Friday,,False,A
738100,google,Tuesday,,False,A
343465,google,Saturday,,False,B
214064,facebook,Tuesday,,False,A
126576,twitter,Tuesday,,False,A
977481,google,Tuesday,,False,A
841511,facebook,Thursday,,False,A
974580,google,Monday,,False,B
144350,google,Tuesday,,False,A
145957,facebook,Wednesday,2023-01-20 06:00:00,True,B
265426,facebook,Thursday,,False,A
422670,google,Sunday,,False,A
768975,facebook,Wednesday,,False,A
298453,facebook,Tuesday,,False,A
675087,google,Thursday,,False,B
480360,facebook,Saturday,,False,A
701448,google,Friday,,False,A
628658,facebook,Monday,2023-01-04 20:00:00,True,B
429112,google,Saturday,,False,A
388032,google,Monday,,False,A
299933,facebook,Monday,,False,B
879833,google,Saturday,,False,B
793278,email,Friday,,False,A
872467,google,Monday,,False,B
841449,google,Tuesday,,False,A
441910,twitter,Sunday,,False,A
765400,twitter,Tuesday,,False,A
619405,google,Wednesday,,False,B
798050,google,Saturday,,False,B
416575,email,Friday,,False,A
347387,google,Saturday,2023-01-16 03:00:00,True,A
749194,google,Tuesday,,False,B
141559,facebook,Tuesday,,False,A
976468,email,Sunday,2023-01-20 18:00:00,True,B
608653,google,Sunday,,False,A
173185,facebook,Friday,,False,B
474968,facebook,Sunday,,False,B
350322,google,Tuesday,2023-01-29 19:00:00,True,B
115935,google,Monday,,False,A
348465,facebook,Monday,2023-01-29 21:00:00,True,A
809346,twitter,Sunday,,False,B
795087,facebook,Tuesday,2023-01-08 07:00:00,True,A
183557,google,Friday,2023-01-08 18:00:00,True,B
444750,google,Sunday,,False,B
438663,twitter,Friday,,False,A
641156,twitter,Monday,,False,A
787693,google,Sunday,,False,B
574833,facebook,Thursday,2023-01-17 02:00:00,True,A
847967,facebook,Wednesday,,False,A
111160,google,Monday,,False,A
719354,google,Tuesday,,False,B
751631,google,Wednesday,2023-01-22 15:00:00,True,A
131368,google,Wednesday,,False,B
509379,twitter,Tuesday,2023-01-14 13:00:00,True,B
429669,email,Wednesday,,False,B
688310,google,Saturday,2023-01-12 17:00:00,True,A
610462,twitter,Tuesday,,False,B
448039,email,Tuesday,,False,B
427980,google,Wednesday,,False,B
856701,facebook,Friday,,False,A
508739,google,Sunday,,False,A
874474,email,Wednesday,,False,B
315045,twitter,Thursday,,False,A
700729,google,Sunday,,False,B
511973,twitter,Thursday,,False,A
887189,google,Sunday,2023-01-06 00:00:00,True,A
604316,facebook,Tuesday,2023-01-08 03:00:00,True,A
128830,email,Monday,,False,B
757925,google,Tuesday,,False,B
723031,google,Tuesday,,False,B
371326,google,Friday,,False,B
458451,facebook,Tuesday,,False,B
116375,google,Tuesday,,False,A
378427,google,Saturday,2023-01-11 22:00:00,True,B
952889,google,Wednesday,2023-01-26 16:00:00,True,B
870325,google,Tuesday,,False,A
561154,facebook,Monday,2023-01-24 11:00:00,True,B
591745,facebook,Monday,,False,B
403032,google,Thursday,,False,B
413905,google,Friday,2023-01-13 11:00:00,True,B
836366,twitter,Monday,,False,B
831362,google,Thursday,,False,A
672569,facebook,Monday,,False,B
669205,google,Saturday,,False,A
284740,google,Wednesday,2023-01-23 11:00:00,True,A
463116,facebook,Thursday,,False,B
330804,twitter,Sunday,,False,B
739395,google,Sunday,,False,B
872354,twitter,Friday,,False,A
938537,google,Tuesday,,False,A
889575,facebook,Sunday,,False,B
232192,twitter,Tuesday,,False,A
627703,facebook,Wednesday,,False,B
812514,google,Sunday,2023-01-09 02:00:00,True,A
734958,facebook,Tuesday,,False,B
721065,twitter,Tuesday,2023-01-02 22:00:00,True,A
695890,google,Friday,2023-01-21 15:00:00,True,B
193375,google,Thursday,2023-01-11 22:00:00,True,B
187513,google,Tuesday,,False,B
248608,facebook,Wednesday,2023-01-09 03:00:00,True,B
652813,email,Tuesday,,False,B
656497,google,Friday,2023-01-22 09:00:00,True,A
611517,facebook,Tuesday,2023-01-08 13:00:00,True,A
361989,google,Friday,,False,B
534171,google,Wednesday,2023-01-06 22:00:00,True,A
180459,facebook,Thursday,,False,B
329766,google,Monday,2023-01-09 08:00:00,True,B
789963,google,Thursday,2023-01-20 20:00:00,True,B
951306,facebook,Sunday,,False,B
264562,email,Sunday,,False,B
883577,facebook,Thursday,,False,B
790628,google,Tuesday,2023-01-21 18:00:00,True,A
378169,email,Monday,,False,A
744838,google,Sunday,,False,B
269449,twitter,Tuesday,,False,B
607726,facebook,Sunday,2023-01-14 11:00:00,True,A
284884,twitter,Monday,,False,B
805191,google,Wednesday,2023-01-17 11:00:00,True,B
569134,facebook,Monday,2023-01-13 08:00:00,True,A
906545,facebook,Wednesday,2023-01-18 08:00:00,True,B
252395,twitter,Saturday,,False,B
901431,facebook,Friday,2023-01-12 14:00:00,True,A
258497,email,Sunday,2023-01-24 20:00:00,True,A
873940,google,Sunday,,False,A
297303,twitter,Wednesday,,False,A
813757,google,Friday,2023-01-21 19:00:00,True,A
648442,google,Monday,,False,A
118225,facebook,Wednesday,,False,A
935887,google,Thursday,,False,A
524824,google,Wednesday,2023-01-24 09:00:00,True,A
821673,email,Monday,,False,A
565342,email,Monday,,False,B
696575,google,Wednesday,,False,A
803332,facebook,Friday,,False,A
396695,twitter,Thursday,,False,B
832228,email,Friday,,False,B
879276,facebook,Wednesday,,False,A
193391,twitter,Wednesday,,False,B
764622,google,Wednesday,2023-01-06 14:00:00,True,B
162714,google,Sunday,,False,A
547822,email,Wednesday,2023-01-24 03:00:00,True,A
474684,facebook,Tuesday,2023-01-28 06:00:00,True,B
246450,google,Sunday,,False,B
789182,facebook,Tuesday,2023-01-25 18:00:00,True,B
702051,google,Sunday,,False,A
570452,facebook,Saturday,2023-01-19 21:00:00,True,A
117038,google,Saturday,,False,B
916517,facebook,Sunday,,False,A
400146,google,Sunday,,False,A
552889,email,Friday,2023-01-08 10:00:00,True,B
177751,google,Monday,,False,B
774104,email,Saturday,,False,A
609740,facebook,Monday,,False,A
278331,facebook,Friday,,False,A
204448,google,Sunday,,False,B
628222,email,Wednesday,,False,A
337963,facebook,Wednesday,,False,A
897118,facebook,Sunday,2023-01-18 23:00:00,True,A
591592,google,Sunday,2023-01-28 09:00:00,True,B
464777,facebook,Saturday,,False,A
191612,twitter,Wednesday,2023-01-23 20:00:00,True,A
899125,facebook,Wednesday,2023-01-11 11:00:00,True,B
713720,email,Friday,,False,B
368520,facebook,Wednesday,2023-01-20 22:00:00,True,A
691002,email,Wednesday,,False,A
880196,email,Wednesday,2023-01-18 18:00:00,True,B
526542,facebook,Monday,,False,A
202420,email,Sunday,,False,B
861319,google,Wednesday,,False,A
151052,google,Sunday,,False,B
585303,google,Saturday,,False,B
807852,google,Thursday,,False,B
954214,facebook,Monday,,False,A
146057,email,Tuesday,,False,A
449706,google,Monday,2023-01-05 22:00:00,True,A
346968,google,Saturday,,False,A
118077,facebook,Friday,,False,B
577061,facebook,Friday,,False,A
781326,facebook,Thursday,2023-01-24 08:00:00,True,A
938147,google,Monday,,False,B
980756,twitter,Sunday,,False,B
976861,facebook,Sunday,,False,A
860397,google,Saturday,2023-01-06 17:00:00,True,A
370445,facebook,Friday,,False,B
647929,google,Thursday,2023-01-26 06:00:00,True,B
195619,email,Friday,,False,B
771866,google,Monday,,False,A
266033,facebook,Friday,2023-01-18 14:00:00,True,A
672005,facebook,Tuesday,,False,B
980570,twitter,Friday,,False,B
699278,google,Friday,,False,B
697446,facebook,Monday,2023-01-01 20:00:00,True,B
854207,facebook,Thursday,2023-01-13 07:00:00,True,A
635452,facebook,Sunday,2023-01-21 01:00:00,True,A
508625,google,Sunday,,False,B
320767,email,Sunday,,False,A
881863,google,Saturday,,False,B
741260,facebook,Friday,,False,B
559993,google,Friday,,False,A
833898,twitter,Sunday,,False,B
819935,facebook,Monday,2023-01-08 00:00:00,True,B
264818,facebook,Sunday,,False,B
298462,facebook,Thursday,,False,A
600223,google,Wednesday,,False,A
585462,google,Sunday,2023-01-28 03:00:00,True,B
538201,facebook,Friday,2023-01-17 06:00:00,True,A
344620,google,Monday,,False,A
237719,email,Sunday,,False,A
195856,google,Sunday,2023-01-24 20:00:00,True,B
353130,facebook,Tuesday,,False,A
249273,facebook,Saturday,2023-01-25 08:00:00,True,B
632290,twitter,Wednesday,,False,B
897163,email,Wednesday,,False,B
277587,email,Tuesday,,False,A
726300,google,Friday,,False,A
401409,google,Monday,,False,A
793187,google,Saturday,2023-01-04 04:00:00,True,B
683053,google,Tuesday,,False,A
916462,google,Sunday,,False,B
510761,facebook,Tuesday,,False,A
765508,google,Wednesday,,False,B
885139,facebook,Monday,,False,A
828770,facebook,Sunday,,False,B
843631,email,Saturday,2023-01-25 05:00:00,True,A
470652,twitter,Sunday,2023-01-19 08:00:00,True,A
667487,facebook,Thursday,2023-01-17 07:00:00,True,A
280499,facebook,Friday,2023-01-12 12:00:00,True,A
646588,facebook,Thursday,,False,A
904069,google,Tuesday,,False,B
345221,email,Wednesday,,False,A
206887,facebook,Saturday,2023-01-12 00:00:00,True,A
964638,google,Friday,2023-01-21 00:00:00,True,B
829221,twitter,Monday,,False,B
464413,facebook,Sunday,,False,B
455474,twitter,Thursday,,False,A
995846,facebook,Monday,,False,B
603239,google,Tuesday,,False,B
711692,facebook,Thursday,,False,A
317544,email,Tuesday,,False,A
950247,facebook,Saturday,,False,A
373219,facebook,Saturday,,False,B
996910,google,Sunday,,False,B
532911,facebook,Saturday,,False,B
605027,email,Wednesday,,False,B
656516,google,Friday,,False,A
416131,facebook,Thursday,,False,A
260787,facebook,Tuesday,2023-01-24 06:00:00,True,A
779093,email,Wednesday,,False,B
569092,google,Tuesday,2023-01-29 02:00:00,True,A
628056,twitter,Sunday,,False,A
780934,email,Monday,,False,A
893516,facebook,Thursday,2023-01-29 16:00:00,True,B
839778,google,Saturday,,False,A
469302,facebook,Friday,,False,A
349406,google,Tuesday,,False,A
911844,twitter,Saturday,,False,B
685093,google,Saturday,,False,A
826295,facebook,Thursday,,False,B
381594,facebook,Tuesday,,False,A
654055,email,Friday,,False,A
602009,facebook,Tuesday,2023-01-04 08:00:00,True,A
524452,facebook,Monday,,False,A
778627,google,Sunday,,False,A
394944,google,Friday,2023-01-05 00:00:00,True,B
347368,google,Tuesday,,False,A
809002,twitter,Saturday,2023-01-19 15:00:00,True,A
772810,google,Monday,,False,A
716839,facebook,Monday,,False,A
939457,google,Saturday,2023-01-09 16:00:00,True,B
572194,email,Friday,,False,B
817510,google,Sunday,,False,A
910050,google,Thursday,,False,B
993643,google,Thursday,,False,B
880268,google,Thursday,,False,A
760531,facebook,Saturday,,False,B
498933,facebook,Friday,2023-01-19 17:00:00,True,B
281172,twitter,Friday,,False,B
465556,twitter,Saturday,,False,A
909138,email,Tuesday,,False,A
871784,email,Tuesday,2023-01-05 16:00:00,True,A
772547,twitter,Thursday,,False,B
492963,email,Friday,,False,B
199830,facebook,Sunday,,False,B
609142,facebook,Tuesday,,False,B
989515,google,Friday,2023-01-20 11:00:00,True,A
464577,twitter,Monday,,False,B
147565,google,Thursday,2023-01-14 11:00:00,True,A
988467,email,Friday,,False,A
364813,facebook,Friday,2023-01-12 22:00:00,True,B
989302,twitter,Friday,,False,A
516428,google,Sunday,2023-01-22 20:00:00,True,A
145606,facebook,Wednesday,2023-01-20 15:00:00,True,B
235701,facebook,Thursday,,False,A
805722,google,Friday,2023-01-19 07:00:00,True,A
439292,twitter,Tuesday,,False,A
627930,google,Tuesday,2023-01-28 04:00:00,True,A
388715,google,Friday,,False,B
106798,google,Thursday,,False,A
141770,facebook,Friday,,False,A
271926,facebook,Thursday,,False,B
297872,facebook,Tuesday,2023-01-17 13:00:00,True,A
119629,facebook,Tuesday,2023-01-06 12:00:00,True,B
579367,google,Sunday,2023-01-23 03:00:00,True,A
882262,twitter,Monday,2023-01-25 05:00:00,True,A
490802,google,Thursday,,False,B
496713,google,Saturday,2023-01-08 08:00:00,True,A
928343,facebook,Wednesday,,False,A
560498,twitter,Wednesday,,False,B
830161,twitter,Sunday,2023-01-12 10:00:00,True,A
396206,facebook,Tuesday,2023-01-22 04:00:00,True,A
149948,facebook,Wednesday,,False,B
420330,facebook,Wednesday,2023-01-25 23:00:00,True,A
413743,twitter,Thursday,2023-01-24 02:00:00,True,A
760792,google,Saturday,,False,B
580313,twitter,Sunday,2023-01-30 14:00:00,True,A
968329,email,Saturday,,False,B
176620,email,Saturday,2023-01-07 06:00:00,True,A
611048,email,Tuesday,,False,B
186569,facebook,Tuesday,,False,B
906360,facebook,Wednesday,2023-01-21 01:00:00,True,A
172131,twitter,Thursday,,False,A
816464,facebook,Friday,,False,A
880226,facebook,Tuesday,2023-01-21 14:00:00,True,B
816775,google,Monday,2023-01-16 05:00:00,True,A
142771,email,Tuesday,,False,B
568571,facebook,Monday,,False,A
508039,google,Friday,,False,B
470425,google,Sunday,,False,A
220848,google,Wednesday,,False,B
248055,google,Friday,2023-01-15 02:00:00,True,B
697143,facebook,Sunday,,False,A
197421,email,Friday,,False,B
995828,google,Monday,,False,B
660451,facebook,Sunday,,False,B
593938,email,Friday,,False,A
445566,facebook,Saturday,,False,A
669677,facebook,Tuesday,2023-01-14 05:00:00,True,A
833771,facebook,Friday,2023-01-23 04:00:00,True,A
832654,twitter,Thursday,,False,A
615904,facebook,Wednesday,2023-01-08 15:00:00,True,B
628089,google,Friday,,False,B
