listing_id,rent,bedrooms,borough
1349,2850,1,Manhattan
1350,3400,1,Manhattan
1351,4050,1,Manhattan
1352,6100,1,Manhattan
1353,4900,1,Manhattan
1354,3450,1,Manhattan
1355,3600,1,Manhattan
1356,2550,1,Manhattan
1357,3600,1,Manhattan
1358,3300,1,Manhattan
1359,4100,1,Manhattan
1360,2750,1,Manhattan
1361,4350,1,Manhattan
1362,6250,1,Manhattan
1363,3500,1,Manhattan
1364,4200,1,Manhattan
1365,4650,1,Manhattan
1366,3150,1,Manhattan
1367,3950,1,Manhattan
1368,3650,1,Manhattan
1369,3750,1,Manhattan
1370,2800,1,Manhattan
1371,3650,1,Manhattan
1372,4350,1,Manhattan
1373,6050,1,Manhattan
1374,5100,1,Manhattan
1375,7750,1,Manhattan
1376,2800,1,Manhattan
1377,4950,1,Manhattan
1378,3900,1,Manhattan
1379,7850,1,Manhattan
1380,2750,1,Manhattan
1381,2700,1,Manhattan
1382,2950,1,Manhattan
1383,1750,1,Manhattan
1384,3050,1,Manhattan
1385,2800,1,Manhattan
1386,3850,1,Manhattan
1387,4100,1,Manhattan
1388,7000,1,Manhattan
1389,5100,1,Manhattan
1390,3000,1,Manhattan
1391,2650,1,Manhattan
1392,4350,1,Manhattan
1393,2300,1,Manhattan
1394,6900,1,Manhattan
1395,5500,1,Manhattan
1396,3100,1,Manhattan
1397,2000,1,Manhattan
1398,5850,1,Manhattan
1399,3500,1,Manhattan
1400,5600,1,Manhattan
1401,2100,1,Manhattan
1402,2950,1,Manhattan
1403,3650,1,Manhattan
1404,3700,1,Manhattan
1405,3100,1,Manhattan
1406,4550,1,Manhattan
1407,2500,1,Manhattan
1408,3450,1,Manhattan
1409,3800,1,Manhattan
1410,4350,1,Manhattan
1411,4650,1,Manhattan
1412,2450,1,Manhattan
1413,2150,1,Manhattan
1414,5700,1,Manhattan
1415,4100,1,Manhattan
1416,2800,1,Manhattan
1417,6250,1,Manhattan
1418,3800,1,Manhattan
1419,5500,1,Manhattan
1420,3750,1,Manhattan
1421,7500,1,Manhattan
1422,6750,1,Manhattan
1423,3350,1,Manhattan
1424,5100,1,Manhattan
1425,4550,1,Manhattan
1426,5900,1,Manhattan
1427,2600,1,Manhattan
1428,4650,1,Manhattan
1429,5250,1,Manhattan
1430,1950,1,Manhattan
1431,2400,1,Manhattan
1432,1800,1,Manhattan
1433,3300,1,Manhattan
1434,4700,1,Manhattan
1435,6150,1,Manhattan
1436,3750,1,Manhattan
1437,6450,1,Manhattan
1438,2250,1,Manhattan
1439,2000,1,Manhattan
1440,3550,1,Manhattan
1441,4150,1,Manhattan
1442,3600,1,Manhattan
1443,1750,1,Manhattan
1444,3550,1,Manhattan
1445,2300,1,Manhattan
1446,4600,1,Manhattan
1447,4150,1,Manhattan
1448,2600,1,Manhattan
1449,3050,1,Manhattan
1450,2500,1,Manhattan
1451,3550,1,Manhattan
1452,5100,1,Manhattan
1453,2600,1,Manhattan
1454,4350,1,Manhattan
1455,3000,1,Manhattan
1456,2750,1,Manhattan
1457,3500,1,Manhattan
1458,2550,1,Manhattan
1459,3000,1,Manhattan
1460,2400,1,Manhattan
1461,7250,1,Manhattan
1462,3700,1,Manhattan
1463,2850,1,Manhattan
1464,3900,1,Manhattan
1465,3500,1,Manhattan
1466,3350,1,Manhattan
1467,4500,1,Manhattan
1468,4750,1,Manhattan
1469,3000,1,Manhattan
1470,3000,1,Manhattan
1471,3300,1,Manhattan
1472,1650,1,Manhattan
1473,2150,1,Manhattan
1474,5850,1,Manhattan
1475,6500,1,Manhattan
1476,3350,1,Manhattan
1477,4450,1,Manhattan
1478,4050,1,Manhattan
1479,10700,1,Manhattan
1480,5400,1,Manhattan
1481,3500,1,Manhattan
1482,2600,1,Manhattan
1483,2100,1,Manhattan
1484,3900,1,Manhattan
1485,2800,1,Manhattan
1486,2200,1,Manhattan
1487,2900,1,Manhattan
1488,2500,1,Manhattan
1489,6550,1,Manhattan
1490,4950,1,Manhattan
1491,3650,1,Manhattan
1492,6100,1,Manhattan
1493,3750,1,Manhattan
1494,2700,1,Manhattan
1495,6200,1,Manhattan
1496,4400,1,Manhattan
1497,2550,1,Manhattan
1498,3400,1,Manhattan
1499,2700,1,Manhattan
1500,2250,1,Manhattan
1501,5050,1,Manhattan
1502,7100,1,Manhattan
1503,2250,1,Manhattan
1504,4450,1,Manhattan
1505,2900,1,Manhattan
1506,3050,1,Manhattan
1507,2950,1,Manhattan
1508,2700,1,Manhattan
1509,3700,1,Manhattan
1510,2700,1,Manhattan
1511,4000,1,Manhattan
1512,3600,1,Manhattan
1513,3350,1,Manhattan
1514,2650,1,Manhattan
1515,3000,1,Manhattan
1516,4750,1,Manhattan
1517,4350,1,Manhattan
1518,2600,1,Manhattan
1519,3750,1,Manhattan
1520,4750,1,Manhattan
1521,2050,1,Manhattan
1522,4400,1,Manhattan
1523,2900,1,Manhattan
1524,4450,1,Manhattan
1525,2800,1,Manhattan
1526,1950,1,Manhattan
1527,2050,1,Manhattan
1528,3700,1,Manhattan
1529,4000,1,Manhattan
1530,2650,1,Manhattan
1531,4550,1,Manhattan
1532,2050,1,Manhattan
1533,3550,1,Manhattan
1534,2400,1,Manhattan
1535,2900,1,Manhattan
1536,3700,1,Manhattan
1537,2700,1,Manhattan
1538,3200,1,Manhattan
1539,5200,1,Manhattan
1540,3000,1,Manhattan
1541,4900,1,Manhattan
1542,2450,1,Manhattan
1543,4400,1,Manhattan
1544,6050,1,Manhattan
1545,1550,1,Manhattan
1546,2750,1,Manhattan
1547,4450,1,Manhattan
1548,3400,1,Manhattan
1549,4150,1,Manhattan
1550,2950,1,Manhattan
1551,3750,1,Manhattan
1552,3450,1,Manhattan
1553,5500,1,Manhattan
1554,4000,1,Manhattan
1555,4100,1,Manhattan
1556,3150,1,Manhattan
1557,3050,1,Manhattan
1558,3150,1,Manhattan
1559,4200,1,Manhattan
1560,3150,1,Manhattan
1561,4050,1,Manhattan
1562,7550,1,Manhattan
1563,4950,1,Manhattan
1564,3250,1,Manhattan
1565,5550,1,Manhattan
1566,3150,1,Manhattan
1567,1800,1,Manhattan
1568,2550,1,Manhattan
1569,1900,1,Manhattan
1570,3200,1,Manhattan
1571,3650,1,Manhattan
1572,6550,1,Manhattan
1573,4100,1,Manhattan
1574,3350,1,Manhattan
1575,4850,1,Manhattan
1576,1700,1,Manhattan
1577,3950,1,Manhattan
1578,4750,1,Manhattan
1579,2150,1,Manhattan
1580,5450,1,Manhattan
1581,4100,1,Manhattan
1582,3150,1,Manhattan
1583,4550,1,Manhattan
1584,8050,1,Manhattan
1585,3900,1,Manhattan
1586,3950,1,Manhattan
1587,3100,1,Manhattan
1588,2700,1,Manhattan
1589,4850,1,Manhattan
1590,2700,1,Manhattan
1591,3750,1,Manhattan
1592,3100,1,Manhattan
1593,4300,1,Manhattan
1594,4100,1,Manhattan
1595,5250,1,Manhattan
1596,3050,1,Manhattan
1597,3300,1,Manhattan
1598,2600,1,Manhattan
1599,3100,1,Manhattan
1600,4150,1,Manhattan
1601,4750,1,Manhattan
1602,2650,1,Manhattan
1603,4950,1,Manhattan
1604,5850,1,Manhattan
1605,4200,1,Manhattan
1606,7000,1,Manhattan
1607,2800,1,Manhattan
1608,2350,1,Manhattan
1609,1950,1,Manhattan
1610,6150,1,Manhattan
1611,4600,1,Manhattan
1612,3550,1,Manhattan
1613,4000,1,Manhattan
1614,2450,1,Manhattan
1615,8550,1,Manhattan
1616,3800,1,Manhattan
1617,3800,1,Manhattan
1618,4700,1,Manhattan
1619,4300,1,Manhattan
1620,3950,1,Manhattan
1621,2750,1,Manhattan
1622,4300,1,Manhattan
1623,7050,1,Manhattan
1624,5850,1,Manhattan
1625,6350,1,Manhattan
1626,3050,1,Manhattan
1627,2600,1,Manhattan
1628,3500,1,Manhattan
1629,3700,1,Manhattan
1630,5350,1,Manhattan
1631,2000,1,Manhattan
1632,6200,1,Manhattan
1633,3450,1,Manhattan
1634,3150,1,Manhattan
1635,2550,1,Manhattan
1636,2050,1,Manhattan
1637,4850,1,Manhattan
1638,3750,1,Manhattan
1639,2300,1,Manhattan
1640,2300,1,Manhattan
1641,3250,1,Manhattan
1642,6550,1,Manhattan
1643,3300,1,Manhattan
1644,2150,1,Manhattan
1645,3350,1,Manhattan
1646,3300,1,Manhattan
1647,1400,1,Manhattan
1648,3550,1,Manhattan
1649,3350,1,Manhattan
1650,4650,1,Manhattan
1651,6950,1,Manhattan
1652,5400,1,Manhattan
1653,3300,1,Manhattan
1654,2450,1,Manhattan
1655,8950,1,Manhattan
1656,3700,1,Manhattan
1657,3650,1,Manhattan
1658,3600,1,Manhattan
1659,3900,1,Manhattan
1660,3450,1,Manhattan
1661,3000,1,Manhattan
1662,3000,1,Manhattan
1663,3600,1,Manhattan
1664,3000,1,Manhattan
1665,2850,1,Manhattan
1666,3800,1,Manhattan
1667,3350,1,Manhattan
1668,6150,1,Manhattan
1669,1450,1,Manhattan
1670,5350,1,Manhattan
1671,5650,1,Manhattan
1672,1750,1,Manhattan
1673,3250,1,Manhattan
1674,3200,1,Manhattan
1675,2200,1,Manhattan
1676,2750,1,Manhattan
1677,2450,1,Manhattan
1678,6700,1,Manhattan
1679,5050,1,Manhattan
1680,5700,1,Manhattan
1681,4700,1,Manhattan
1682,2450,1,Manhattan
1683,3050,1,Manhattan
1684,4300,1,Manhattan
1685,2350,1,Manhattan
1686,4650,1,Manhattan
1687,3350,1,Manhattan
1688,3200,1,Manhattan
1689,4650,1,Manhattan
1690,4250,1,Manhattan
1691,3200,1,Manhattan
1692,5450,1,Manhattan
1693,2500,1,Manhattan
1694,4500,1,Manhattan
1695,4500,1,Manhattan
1696,3250,1,Manhattan
1697,4100,1,Manhattan
1698,2350,1,Manhattan
1699,5050,1,Manhattan
1700,3400,1,Manhattan
1701,3050,1,Manhattan
1702,5250,1,Manhattan
1703,2850,1,Manhattan
1704,2200,1,Manhattan
1705,2100,1,Manhattan
1706,4500,1,Manhattan
1707,2350,1,Manhattan
1708,6750,1,Manhattan
1709,1750,1,Manhattan
1710,6600,1,Manhattan
1711,3900,1,Manhattan
1712,3500,1,Manhattan
1713,3000,1,Manhattan
1714,4200,1,Manhattan
1715,3600,1,Manhattan
1716,5350,1,Manhattan
1717,3800,1,Manhattan
1718,3850,1,Manhattan
1719,3200,1,Manhattan
1720,3550,1,Manhattan
1721,4050,1,Manhattan
1722,2000,1,Manhattan
1723,2250,1,Manhattan
1724,4700,1,Manhattan
1725,3850,1,Manhattan
1726,3400,1,Manhattan
1727,3650,1,Manhattan
1728,4100,1,Manhattan
1729,3000,1,Manhattan
1730,2750,1,Manhattan
1731,3900,1,Manhattan
1732,2600,1,Manhattan
1733,4200,1,Manhattan
1734,2000,1,Manhattan
1735,5200,1,Manhattan
1736,4300,1,Manhattan
1737,4000,1,Manhattan
1738,5150,1,Manhattan
1739,6500,1,Manhattan
1740,5200,1,Manhattan
1741,1900,1,Manhattan
1742,2350,1,Manhattan
1743,2950,1,Manhattan
1744,3650,1,Manhattan
1745,4350,1,Manhattan
1746,2800,1,Manhattan
1747,3900,1,Manhattan
1748,2800,1,Manhattan
1749,2950,1,Manhattan
1750,2250,1,Manhattan
1751,2650,1,Manhattan
1752,2250,1,Manhattan
1753,2600,1,Manhattan
1754,5250,1,Manhattan
1755,2600,1,Manhattan
1756,9150,1,Manhattan
1757,4350,1,Manhattan
1758,3900,1,Manhattan
1759,2700,1,Manhattan
1760,4650,1,Manhattan
1761,3000,1,Manhattan
1762,3800,1,Manhattan
1763,8900,1,Manhattan
1764,3500,1,Manhattan
1765,5450,1,Manhattan
1766,2850,1,Manhattan
1767,3600,1,Manhattan
1768,6750,1,Manhattan
1769,2900,1,Manhattan
1770,6850,1,Manhattan
1771,4650,1,Manhattan
1772,3000,1,Manhattan
1773,4550,1,Manhattan
1774,5100,1,Manhattan
1775,4550,1,Manhattan
1776,2100,1,Manhattan
1777,2800,1,Manhattan
1778,3350,1,Manhattan
1779,3550,1,Manhattan
1780,4500,1,Manhattan
1781,3850,1,Manhattan
1782,2300,1,Manhattan
1783,4150,1,Manhattan
1784,4500,1,Manhattan
1785,4450,1,Manhattan
1786,5300,1,Manhattan
1787,4850,1,Manhattan
1788,4300,1,Manhattan
1789,3550,1,Manhattan
1790,2050,1,Manhattan
1791,4250,1,Manhattan
1792,3900,1,Manhattan
1793,4000,1,Manhattan
1794,2350,1,Manhattan
1795,2500,1,Manhattan
1796,5250,1,Manhattan
1797,3600,1,Manhattan
1798,4600,1,Manhattan
1799,3700,1,Manhattan
1800,3700,1,Manhattan
1801,5050,1,Manhattan
1802,3050,1,Manhattan
1803,3750,1,Manhattan
1804,3100,1,Manhattan
1805,3150,1,Manhattan
1806,3250,1,Manhattan
1807,3950,1,Manhattan
1808,3100,1,Manhattan
1809,5650,1,Manhattan
1810,2650,1,Manhattan
1811,3400,1,Manhattan
1812,3100,1,Manhattan
1813,6050,1,Manhattan
1814,3900,1,Manhattan
1815,5200,1,Manhattan
1816,2150,1,Manhattan
1817,4000,1,Manhattan
1818,4950,1,Manhattan
1819,3750,1,Manhattan
1820,5300,1,Manhattan
1821,3050,1,Manhattan
1822,5950,1,Manhattan
1823,8150,1,Manhattan
1824,3200,1,Manhattan
1825,3100,1,Manhattan
1826,6050,1,Manhattan
1827,6350,1,Manhattan
1828,3050,1,Manhattan
1829,3150,1,Manhattan
1830,3300,1,Manhattan
1831,2250,1,Manhattan
1832,2650,1,Manhattan
1833,2550,1,Manhattan
1834,2800,1,Manhattan
1835,3600,1,Manhattan
1836,3950,1,Manhattan
1837,6250,1,Manhattan
1838,2550,1,Manhattan
1839,5150,1,Manhattan
1840,3400,1,Manhattan
1841,3600,1,Manhattan
1842,4600,1,Manhattan
1843,2450,1,Manhattan
1844,4150,1,Manhattan
1845,3850,1,Manhattan
1846,4350,1,Manhattan
1847,4050,1,Manhattan
1848,8600,1,Manhattan
1849,2900,1,Manhattan
1850,3000,1,Manhattan
1851,2950,1,Manhattan
1852,3000,1,Manhattan
1853,2900,1,Manhattan
1854,5500,1,Manhattan
1855,6000,1,Manhattan
1856,3000,1,Manhattan
1857,2700,1,Manhattan
1858,4300,1,Manhattan
1859,3000,1,Manhattan
1860,4550,1,Manhattan
1861,3900,1,Manhattan
1862,2150,1,Manhattan
1863,6250,1,Manhattan
1864,6850,1,Manhattan
1865,2950,1,Manhattan
1866,3200,1,Manhattan
1867,4000,1,Manhattan
1868,4100,1,Manhattan
1869,4600,1,Manhattan
1870,7350,1,Manhattan
1871,3400,1,Manhattan
1872,2750,1,Manhattan
1873,2250,1,Manhattan
1874,2800,1,Manhattan
1875,3600,1,Manhattan
1876,6800,1,Manhattan
1877,3050,1,Manhattan
1878,3950,1,Manhattan
1879,3600,1,Manhattan
1880,5500,1,Manhattan
1881,8800,1,Manhattan
1882,3000,1,Manhattan
1883,3050,1,Manhattan
1884,5250,1,Manhattan
1885,4600,1,Manhattan
1886,6950,1,Manhattan
1887,4450,1,Manhattan
1888,3200,1,Manhattan
1889,4500,1,Manhattan
1890,5350,1,Manhattan
1891,4850,1,Manhattan
1892,4350,1,Manhattan
1893,5300,1,Manhattan
1894,5500,1,Manhattan
1895,5900,1,Manhattan
1896,4550,1,Manhattan
1897,3450,1,Manhattan
1898,3850,1,Manhattan
1899,5550,1,Manhattan
1900,2750,1,Manhattan
1901,4150,1,Manhattan
1902,3150,1,Manhattan
1903,3700,1,Manhattan
1904,5700,1,Manhattan
1905,3900,1,Manhattan
1906,3700,1,Manhattan
1907,2250,1,Manhattan
1908,4750,1,Manhattan
1909,4550,1,Manhattan
1910,7750,1,Manhattan
1911,3250,1,Manhattan
1912,3950,1,Manhattan
1913,3950,1,Manhattan
1914,6300,1,Manhattan
1915,3500,1,Manhattan
1916,4000,1,Manhattan
1917,4500,1,Manhattan
1918,3900,1,Manhattan
1919,3100,1,Manhattan
1920,3900,1,Manhattan
1921,5300,1,Manhattan
1922,2550,1,Manhattan
1923,3800,1,Manhattan
1924,2850,1,Manhattan
1925,5550,1,Manhattan
1926,2150,1,Manhattan
1927,3000,1,Manhattan
1928,4150,1,Manhattan
1929,6300,1,Manhattan
1930,3550,1,Manhattan
1931,3000,1,Manhattan
1932,7050,1,Manhattan
1933,2200,1,Manhattan
1934,1700,1,Manhattan
1935,4250,1,Manhattan
1936,3050,1,Manhattan
1937,2550,1,Manhattan
1938,4650,1,Manhattan
1939,3950,1,Manhattan
1940,3000,1,Manhattan
1941,2350,1,Manhattan
1942,4950,1,Manhattan
1943,4550,1,Manhattan
1944,3500,1,Manhattan
1945,6950,1,Manhattan
1946,2500,1,Manhattan
1947,2150,1,Manhattan
1948,2850,1,Manhattan
1949,3600,1,Manhattan
1950,3950,1,Manhattan
1951,3350,1,Manhattan
1952,4100,1,Manhattan
1953,2350,1,Manhattan
1954,6050,1,Manhattan
1955,3550,1,Manhattan
1956,5400,1,Manhattan
1957,4100,1,Manhattan
1958,4250,1,Manhattan
1959,4450,1,Manhattan
1960,4250,1,Manhattan
1961,4550,1,Manhattan
1962,5800,1,Manhattan
1963,3900,1,Manhattan
1964,4650,1,Manhattan
1965,3550,1,Manhattan
1966,6050,1,Manhattan
1967,2850,1,Manhattan
1968,6850,1,Manhattan
1969,3600,1,Manhattan
1970,2200,1,Manhattan
1971,3800,1,Manhattan
1972,2850,1,Manhattan
1973,4900,1,Manhattan
1974,2900,1,Manhattan
1975,3100,1,Manhattan
1976,1900,1,Manhattan
1977,3100,1,Manhattan
1978,1550,1,Manhattan
1979,2100,1,Manhattan
1980,4750,1,Manhattan
1981,4800,1,Manhattan
1982,4250,1,Manhattan
1983,2600,1,Manhattan
1984,3600,1,Manhattan
1985,3650,1,Manhattan
1986,2450,1,Manhattan
1987,6150,1,Manhattan
1988,4950,1,Manhattan
1989,3350,1,Manhattan
1990,3700,1,Manhattan
1991,3900,1,Manhattan
1992,1800,1,Manhattan
1993,3350,1,Manhattan
1994,2850,1,Manhattan
1995,2550,1,Manhattan
1996,3300,1,Manhattan
1997,6850,1,Manhattan
