listing_id,rent,bedrooms,borough
3140,1550,1,Queens
3141,2300,1,Queens
3142,2250,1,Queens
3143,2300,1,Queens
3144,2350,1,Queens
3145,2100,1,Queens
3146,3200,1,Queens
3147,1500,1,Queens
3148,1800,1,Queens
3149,2150,1,Queens
3150,1450,1,Queens
3151,2100,1,Queens
3152,3350,1,Queens
3153,2200,1,Queens
3154,2350,1,Queens
3155,1600,1,Queens
3156,1900,1,Queens
3157,2000,1,Queens
3158,2050,1,Queens
3159,3050,1,Queens
3160,2550,1,Queens
3161,1650,1,Queens
3162,2350,1,Queens
3163,2500,1,Queens
3164,2950,1,Queens
3165,3300,1,Queens
3166,1700,1,Queens
3167,1800,1,Queens
3168,1600,1,Queens
3169,2100,1,Queens
3170,2500,1,Queens
3171,2850,1,Queens
3172,2150,1,Queens
3173,2050,1,Queens
3174,2300,1,Queens
3175,1800,1,Queens
3176,3700,1,Queens
3177,1500,1,Queens
3178,2300,1,Queens
3179,3650,1,Queens
3180,2200,1,Queens
3181,2100,1,Queens
3182,2000,1,Queens
3183,2100,1,Queens
3184,3100,1,Queens
3185,1250,1,Queens
3186,3250,1,Queens
3187,1550,1,Queens
3188,2050,1,Queens
3189,2000,1,Queens
3190,2550,1,Queens
3191,1500,1,Queens
3192,2500,1,Queens
3193,3650,1,Queens
3194,1550,1,Queens
3195,2300,1,Queens
3196,1850,1,Queens
3197,2450,1,Queens
3198,2200,1,Queens
3199,1900,1,Queens
3200,2500,1,Queens
3201,3450,1,Queens
3202,2100,1,Queens
3203,2650,1,Queens
3204,1600,1,Queens
3205,1750,1,Queens
3206,2500,1,Queens
3207,3200,1,Queens
3208,2400,1,Queens
3209,2050,1,Queens
3210,2200,1,Queens
3211,1600,1,Queens
3212,2550,1,Queens
3213,2750,1,Queens
3214,1950,1,Queens
3215,1950,1,Queens
3216,2350,1,Queens
3217,2000,1,Queens
3218,2150,1,Queens
3219,3750,1,Queens
3220,2100,1,Queens
3221,2000,1,Queens
3222,1900,1,Queens
3223,2650,1,Queens
3224,2100,1,Queens
3225,1900,1,Queens
3226,3050,1,Queens
3227,3150,1,Queens
3228,1900,1,Queens
3229,1400,1,Queens
3230,2850,1,Queens
3231,1850,1,Queens
3232,2700,1,Queens
3233,1350,1,Queens
3234,2750,1,Queens
3235,1650,1,Queens
3236,2650,1,Queens
3237,2200,1,Queens
3238,1750,1,Queens
3239,2000,1,Queens
3240,2600,1,Queens
3241,2250,1,Queens
3242,2550,1,Queens
3243,3600,1,Queens
3244,1500,1,Queens
3245,3300,1,Queens
3246,2250,1,Queens
3247,1750,1,Queens
3248,1600,1,Queens
3249,2100,1,Queens
3250,2800,1,Queens
3251,2150,1,Queens
3252,3200,1,Queens
3253,1550,1,Queens
3254,2200,1,Queens
3255,1600,1,Queens
3256,2400,1,Queens
3257,2750,1,Queens
3258,2000,1,Queens
3259,1150,1,Queens
3260,2300,1,Queens
3261,2450,1,Queens
3262,2450,1,Queens
3263,3000,1,Queens
3264,1700,1,Queens
3265,2600,1,Queens
3266,3000,1,Queens
3267,1400,1,Queens
3268,2400,1,Queens
3269,1950,1,Queens
3270,2150,1,Queens
3271,2400,1,Queens
3272,1950,1,Queens
3273,1850,1,Queens
3274,2250,1,Queens
3275,1700,1,Queens
3276,1700,1,Queens
3277,2600,1,Queens
3278,1650,1,Queens
3279,2600,1,Queens
3280,2500,1,Queens
3281,1450,1,Queens
3282,1850,1,Queens
3283,3000,1,Queens
3284,1750,1,Queens
3285,1950,1,Queens
3286,2500,1,Queens
3287,2700,1,Queens
3288,2050,1,Queens
3289,1900,1,Queens
3290,3150,1,Queens
3291,3400,1,Queens
3292,2800,1,Queens
3293,2250,1,Queens
3294,1800,1,Queens
3295,1800,1,Queens
3296,2500,1,Queens
3297,2450,1,Queens
3298,3150,1,Queens
3299,2600,1,Queens
3300,1500,1,Queens
3301,2850,1,Queens
3302,1700,1,Queens
3303,2000,1,Queens
3304,2350,1,Queens
3305,3650,1,Queens
3306,4800,1,Queens
3307,2550,1,Queens
3308,2100,1,Queens
3309,2500,1,Queens
3310,2750,1,Queens
3311,2050,1,Queens
3312,3450,1,Queens
3313,2350,1,Queens
3314,2500,1,Queens
3315,2600,1,Queens
3316,2450,1,Queens
3317,2700,1,Queens
3318,1900,1,Queens
3319,1900,1,Queens
3320,1700,1,Queens
3321,2450,1,Queens
3322,2700,1,Queens
3323,2500,1,Queens
3324,3350,1,Queens
3325,2200,1,Queens
3326,2600,1,Queens
3327,1700,1,Queens
3328,2000,1,Queens
3329,2650,1,Queens
3330,2750,1,Queens
3331,2050,1,Queens
3332,2150,1,Queens
3333,1500,1,Queens
3334,2000,1,Queens
3335,2750,1,Queens
3336,2550,1,Queens
3337,2500,1,Queens
3338,2250,1,Queens
3339,2200,1,Queens
3340,1850,1,Queens
3341,2650,1,Queens
3342,2450,1,Queens
3343,2500,1,Queens
3344,1950,1,Queens
3345,1300,1,Queens
3346,2900,1,Queens
3347,1950,1,Queens
3348,1800,1,Queens
3349,2650,1,Queens
3350,2000,1,Queens
3351,2900,1,Queens
3352,2600,1,Queens
3353,2600,1,Queens
3354,1550,1,Queens
3355,3000,1,Queens
3356,2350,1,Queens
3357,2000,1,Queens
3358,2300,1,Queens
3359,1400,1,Queens
3360,2450,1,Queens
3361,1700,1,Queens
3362,1550,1,Queens
3363,1500,1,Queens
3364,2900,1,Queens
3365,1900,1,Queens
3366,3250,1,Queens
3367,1950,1,Queens
3368,1450,1,Queens
3369,1650,1,Queens
3370,3000,1,Queens
3371,2100,1,Queens
3372,1950,1,Queens
3373,2300,1,Queens
3374,2500,1,Queens
3375,2900,1,Queens
3376,3150,1,Queens
3377,2000,1,Queens
3378,1600,1,Queens
3379,2000,1,Queens
3380,2350,1,Queens
3381,1750,1,Queens
3382,1750,1,Queens
3383,2400,1,Queens
3384,2200,1,Queens
3385,2250,1,Queens
3386,1850,1,Queens
3387,2100,1,Queens
3388,1750,1,Queens
3389,2750,1,Queens
3390,2850,1,Queens
3391,1400,1,Queens
3392,1750,1,Queens
3393,1500,1,Queens
3394,1900,1,Queens
3395,2150,1,Queens
3396,1550,1,Queens
3397,1750,1,Queens
3398,1700,1,Queens
3399,2350,1,Queens
3400,2250,1,Queens
3401,1850,1,Queens
3402,2300,1,Queens
3403,1950,1,Queens
3404,2050,1,Queens
3405,3350,1,Queens
3406,3100,1,Queens
3407,1600,1,Queens
3408,2700,1,Queens
3409,2700,1,Queens
3410,1650,1,Queens
3411,2700,1,Queens
3412,3250,1,Queens
3413,1650,1,Queens
3414,1750,1,Queens
3415,2850,1,Queens
3416,2350,1,Queens
3417,2550,1,Queens
3418,2400,1,Queens
3419,2450,1,Queens
3420,1600,1,Queens
3421,2850,1,Queens
3422,2950,1,Queens
3423,2100,1,Queens
3424,2200,1,Queens
3425,1500,1,Queens
3426,2500,1,Queens
3427,2550,1,Queens
3428,2150,1,Queens
3429,2950,1,Queens
3430,2050,1,Queens
3431,2550,1,Queens
3432,1700,1,Queens
3433,2200,1,Queens
3434,2100,1,Queens
3435,2350,1,Queens
3436,2000,1,Queens
3437,2150,1,Queens
3438,2700,1,Queens
3439,2000,1,Queens
3440,1500,1,Queens
3441,3400,1,Queens
3442,3100,1,Queens
3443,1600,1,Queens
3444,2600,1,Queens
3445,1950,1,Queens
3446,2350,1,Queens
3447,2400,1,Queens
3448,2100,1,Queens
3449,1800,1,Queens
3450,1850,1,Queens
3451,1750,1,Queens
3452,1800,1,Queens
3453,2150,1,Queens
3454,1850,1,Queens
3455,2600,1,Queens
3456,3200,1,Queens
3457,1900,1,Queens
3458,2350,1,Queens
3459,2500,1,Queens
3460,2500,1,Queens
3461,2250,1,Queens
3462,2650,1,Queens
3463,2500,1,Queens
3464,1600,1,Queens
3465,2750,1,Queens
3466,2750,1,Queens
3467,1800,1,Queens
3468,2250,1,Queens
3469,2600,1,Queens
3470,2100,1,Queens
3471,2900,1,Queens
3472,4000,1,Queens
3473,1800,1,Queens
3474,1550,1,Queens
3475,2400,1,Queens
3476,2650,1,Queens
3477,2100,1,Queens
3478,3200,1,Queens
3479,1600,1,Queens
3480,2650,1,Queens
3481,1900,1,Queens
3482,3400,1,Queens
3483,3650,1,Queens
3484,1800,1,Queens
3485,1900,1,Queens
3486,2750,1,Queens
3487,2000,1,Queens
3488,2200,1,Queens
3489,2200,1,Queens
3490,1350,1,Queens
3491,2200,1,Queens
3492,1850,1,Queens
3493,1950,1,Queens
3494,3150,1,Queens
3495,1600,1,Queens
3496,2700,1,Queens
3497,2050,1,Queens
3498,2050,1,Queens
3499,2700,1,Queens
3500,2400,1,Queens
3501,2550,1,Queens
3502,2800,1,Queens
3503,2050,1,Queens
3504,1900,1,Queens
3505,1700,1,Queens
3506,1800,1,Queens
3507,4600,1,Queens
3508,3000,1,Queens
3509,1600,1,Queens
3510,1600,1,Queens
3511,2500,1,Queens
3512,2550,1,Queens
3513,2550,1,Queens
3514,2050,1,Queens
3515,2150,1,Queens
3516,2400,1,Queens
3517,2250,1,Queens
3518,1250,1,Queens
3519,2100,1,Queens
3520,1800,1,Queens
3521,2300,1,Queens
3522,4650,1,Queens
3523,2400,1,Queens
3524,2050,1,Queens
3525,2800,1,Queens
3526,2500,1,Queens
3527,2450,1,Queens
3528,2550,1,Queens
3529,3700,1,Queens
3530,1650,1,Queens
3531,2500,1,Queens
3532,1750,1,Queens
3533,2550,1,Queens
3534,1750,1,Queens
3535,2000,1,Queens
3536,2050,1,Queens
3537,2800,1,Queens
3538,2800,1,Queens
3539,1600,1,Queens
3540,2250,1,Queens
3541,1850,1,Queens
3542,1600,1,Queens
3543,2100,1,Queens
3544,2050,1,Queens
3545,4050,1,Queens
3546,2450,1,Queens
3547,1550,1,Queens
3548,1900,1,Queens
3549,2850,1,Queens
3550,3700,1,Queens
3551,1500,1,Queens
3552,1400,1,Queens
3553,3550,1,Queens
3554,2450,1,Queens
3555,1800,1,Queens
3556,2500,1,Queens
3557,1150,1,Queens
3558,2200,1,Queens
3559,2400,1,Queens
3560,2800,1,Queens
3561,1700,1,Queens
3562,2250,1,Queens
3563,1750,1,Queens
3564,2350,1,Queens
3565,1750,1,Queens
3566,2000,1,Queens
3567,1700,1,Queens
3568,2600,1,Queens
3569,2750,1,Queens
3570,2100,1,Queens
3571,2250,1,Queens
3572,1550,1,Queens
3573,2050,1,Queens
3574,2200,1,Queens
3575,4250,1,Queens
3576,1650,1,Queens
3577,3200,1,Queens
3578,2850,1,Queens
3579,2350,1,Queens
3580,3450,1,Queens
3581,2400,1,Queens
3582,2450,1,Queens
3583,2200,1,Queens
3584,3000,1,Queens
3585,2900,1,Queens
3586,1900,1,Queens
3587,1600,1,Queens
3588,2100,1,Queens
3589,1800,1,Queens
3590,2150,1,Queens
3591,3000,1,Queens
3592,1950,1,Queens
3593,2200,1,Queens
3594,2250,1,Queens
3595,2750,1,Queens
3596,1250,1,Queens
3597,1900,1,Queens
3598,2350,1,Queens
3599,3000,1,Queens
3600,1950,1,Queens
3601,1400,1,Queens
3602,2600,1,Queens
3603,1900,1,Queens
3604,1650,1,Queens
3605,1900,1,Queens
3606,2100,1,Queens
3607,1900,1,Queens
3608,1250,1,Queens
3609,2750,1,Queens
3610,3050,1,Queens
3611,2600,1,Queens
3612,1650,1,Queens
3613,2100,1,Queens
3614,2200,1,Queens
3615,2550,1,Queens
3616,2600,1,Queens
3617,1850,1,Queens
3618,2250,1,Queens
3619,2500,1,Queens
3620,3200,1,Queens
3621,2650,1,Queens
3622,2700,1,Queens
3623,2250,1,Queens
3624,3150,1,Queens
3625,2450,1,Queens
3626,1800,1,Queens
3627,3150,1,Queens
3628,2650,1,Queens
3629,2000,1,Queens
3630,1950,1,Queens
3631,2400,1,Queens
3632,2500,1,Queens
3633,2300,1,Queens
3634,2400,1,Queens
3635,3400,1,Queens
3636,2900,1,Queens
3637,2300,1,Queens
3638,2800,1,Queens
3639,1700,1,Queens
3640,2450,1,Queens
3641,3450,1,Queens
3642,2100,1,Queens
3643,1800,1,Queens
3644,1900,1,Queens
3645,1700,1,Queens
3646,1800,1,Queens
3647,2000,1,Queens
3648,1550,1,Queens
3649,2200,1,Queens
3650,2750,1,Queens
3651,1750,1,Queens
3652,3250,1,Queens
3653,2500,1,Queens
3654,2850,1,Queens
3655,1850,1,Queens
3656,2750,1,Queens
3657,1700,1,Queens
3658,2750,1,Queens
3659,2300,1,Queens
3660,2550,1,Queens
3661,1650,1,Queens
3662,1750,1,Queens
3663,2550,1,Queens
3664,1750,1,Queens
3665,2500,1,Queens
3666,1550,1,Queens
3667,2750,1,Queens
3668,1600,1,Queens
3669,2550,1,Queens
3670,2600,1,Queens
3671,1850,1,Queens
3672,2550,1,Queens
3673,2350,1,Queens
3674,1950,1,Queens
3675,1700,1,Queens
3676,1350,1,Queens
3677,2400,1,Queens
3678,1500,1,Queens
3679,2250,1,Queens
3680,2050,1,Queens
3681,2600,1,Queens
3682,2050,1,Queens
3683,2050,1,Queens
3684,2650,1,Queens
3685,2400,1,Queens
3686,2400,1,Queens
3687,2500,1,Queens
3688,1500,1,Queens
3689,2650,1,Queens
3690,2550,1,Queens
3691,1700,1,Queens
3692,2100,1,Queens
3693,2200,1,Queens
3694,2150,1,Queens
3695,2400,1,Queens
3696,3150,1,Queens
3697,2900,1,Queens
3698,1600,1,Queens
3699,2600,1,Queens
3700,3100,1,Queens
