user_id,cart_time
user_0586,2024-01-27 11:30:00
user_0588,2024-01-27 13:40:00
user_0590,2024-01-27 17:03:00
user_0595,2024-01-27 17:20:00
user_0598,2024-01-27 22:28:00
user_0603,2024-01-28 00:56:00
user_0604,2024-01-28 04:27:00
user_0606,2024-01-28 04:25:00
user_0608,2024-01-28 06:08:00
user_0609,2024-01-28 07:38:00
user_0612,2024-01-28 08:01:00
user_0618,2024-01-28 16:45:00
user_0621,2024-01-28 16:56:00
user_0622,2024-01-28 20:32:00
user_0623,2024-01-28 22:23:00
user_0626,2024-01-29 03:20:00
user_0627,2024-01-29 05:33:00
user_0630,2024-01-29 05:24:00
user_0632,2024-01-29 08:15:00
user_0635,2024-01-29 11:39:00
user_0639,2024-01-29 13:33:00
user_0641,2024-01-29 14:55:00
user_0642,2024-01-29 13:17:00
user_0644,2024-01-29 16:40:00
user_0645,2024-01-29 17:08:00
user_0646,2024-01-29 19:42:00
user_0647,2024-01-29 20:22:00
user_0660,2024-01-30 09:44:00
user_0664,2024-01-30 13:29:00
user_0665,2024-01-30 17:07:00
user_0668,2024-01-30 19:58:00
user_0669,2024-01-30 20:51:00
user_0674,2024-01-31 03:48:00
user_0677,2024-01-31 05:11:00
user_0678,2024-01-31 02:11:00
user_0679,2024-01-31 03:31:00
user_0680,2024-01-31 07:51:00
user_0681,2024-01-31 12:18:00
user_0682,2024-01-31 11:37:00
user_0686,2024-01-31 15:02:00
user_0689,2024-01-31 20:51:00
user_0691,2024-01-31 20:29:00
user_0694,2024-01-31 23:13:00
user_0696,2024-02-01 00:53:00
user_0697,2024-02-01 02:10:00
user_0699,2024-02-01 05:35:00
user_0704,2024-02-01 07:27:00
user_0713,2024-02-02 11:01:00
user_0715,2024-02-02 13:08:00
user_0720,2024-02-02 17:02:00
user_0721,2024-02-02 20:39:00
user_0725,2024-02-03 00:24:00
user_0728,2024-02-03 00:51:00
user_0729,2024-02-03 03:07:00
user_0733,2024-02-03 07:50:00
user_0735,2024-02-03 10:33:00
user_0736,2024-02-03 09:12:00
user_0739,2024-02-03 11:16:00
user_0741,2024-02-03 16:38:00
user_0747,2024-02-03 22:42:00
user_0749,2024-02-04 01:27:00
user_0753,2024-02-04 05:12:00
user_0754,2024-02-04 07:37:00
user_0759,2024-02-04 14:45:00
user_0763,2024-02-04 18:20:00
user_0765,2024-02-04 22:09:00
user_0766,2024-02-04 23:05:00
user_0769,2024-02-05 04:49:00
user_0770,2024-02-05 07:32:00
user_0771,2024-02-05 08:01:00
user_0781,2024-02-05 19:11:00
user_0785,2024-02-06 01:56:00
user_0786,2024-02-06 05:29:00
user_0791,2024-02-06 11:44:00
user_0795,2024-02-06 17:58:00
user_0805,2024-02-06 23:31:00
user_0806,2024-02-07 04:31:00
user_0811,2024-02-07 08:39:00
user_0813,2024-02-07 11:10:00
user_0818,2024-02-07 10:22:00
user_0819,2024-02-07 12:31:00
user_0820,2024-02-07 15:45:00
user_0825,2024-02-07 17:06:00
user_0826,2024-02-07 15:43:00
user_0828,2024-02-07 16:18:00
user_0831,2024-02-07 18:40:00
user_0836,2024-02-08 09:38:00
user_0840,2024-02-08 12:57:00
user_0842,2024-02-08 18:48:00
user_0850,2024-02-09 01:56:00
user_0852,2024-02-09 04:17:00
user_0856,2024-02-09 04:31:00
user_0862,2024-02-09 08:38:00
user_0864,2024-02-09 13:10:00
user_0868,2024-02-09 12:43:00
user_0873,2024-02-09 21:20:00
user_0874,2024-02-09 22:37:00
user_0875,2024-02-09 23:02:00
user_0876,2024-02-10 00:14:00
user_0879,2024-02-10 03:26:00
user_0884,2024-02-10 06:05:00
user_0894,2024-02-10 13:11:00
user_0902,2024-02-10 21:37:00
user_0903,2024-02-10 21:36:00
user_0904,2024-02-11 01:34:00
user_0907,2024-02-11 00:34:00
user_0918,2024-02-11 10:58:00
user_0920,2024-02-11 11:23:00
user_0924,2024-02-11 16:29:00
user_0925,2024-02-11 18:12:00
user_0926,2024-02-11 19:49:00
user_0930,2024-02-12 03:03:00
user_0933,2024-02-12 03:31:00
user_0937,2024-02-12 04:52:00
user_0940,2024-02-12 09:19:00
user_0941,2024-02-12 06:23:00
user_0944,2024-02-12 12:05:00
user_0946,2024-02-12 15:03:00
user_0948,2024-02-12 19:38:00
user_0949,2024-02-12 17:26:00
user_0951,2024-02-12 21:38:00
user_0957,2024-02-13 01:58:00
user_0959,2024-02-13 02:56:00
user_0960,2024-02-13 06:06:00
user_0961,2024-02-13 06:17:00
user_0964,2024-02-13 08:25:00
user_0969,2024-02-13 12:15:00
user_0973,2024-02-14 02:09:00
user_0974,2024-02-14 02:10:00
user_0977,2024-02-14 03:30:00
user_0978,2024-02-14 05:22:00
user_0982,2024-02-14 08:39:00
user_0983,2024-02-14 09:44:00
user_0990,2024-02-14 15:58:00
user_0992,2024-02-14 18:06:00
user_0996,2024-02-15 00:33:00
user_0999,2024-02-15 01:48:00
user_1007,2024-02-15 09:31:00
user_1009,2024-02-15 10:23:00
user_1010,2024-02-15 12:48:00
user_1014,2024-02-15 13:05:00
user_1016,2024-02-15 18:34:00
user_1019,2024-02-15 21:02:00
user_1020,2024-02-15 20:42:00
user_1025,2024-02-16 04:50:00
user_1026,2024-02-16 08:22:00
user_1036,2024-02-16 15:26:00
user_1040,2024-02-16 19:19:00
user_1047,2024-02-17 00:49:00
user_1050,2024-02-17 04:24:00
user_1053,2024-02-17 04:13:00
user_1056,2024-02-17 10:04:00
user_1058,2024-02-17 12:01:00
user_1062,2024-02-17 16:54:00
user_1063,2024-02-17 17:27:00
user_1066,2024-02-17 21:27:00
user_1068,2024-02-17 19:51:00
user_1070,2024-02-17 21:31:00
user_1074,2024-02-18 01:17:00
user_1076,2024-02-18 02:13:00
user_1077,2024-02-18 03:27:00
user_1080,2024-02-18 02:15:00
user_1081,2024-02-18 04:29:00
user_1082,2024-02-18 08:28:00
user_1085,2024-02-18 09:08:00
user_1088,2024-02-18 14:22:00
user_1090,2024-02-18 16:10:00
user_1092,2024-02-18 17:37:00
user_1093,2024-02-18 19:20:00
user_1095,2024-02-18 20:39:00
user_1102,2024-02-19 07:04:00
user_1106,2024-02-19 09:50:00
user_1109,2024-02-19 13:42:00
user_1112,2024-02-19 18:53:00
user_1113,2024-02-19 20:57:00
user_1114,2024-02-19 22:15:00
user_1116,2024-02-19 19:48:00
user_1117,2024-02-19 20:57:00
user_1121,2024-02-20 00:40:00
user_1123,2024-02-20 00:56:00
user_1126,2024-02-20 02:29:00
user_1128,2024-02-20 03:07:00
user_1130,2024-02-20 05:42:00
user_1135,2024-02-20 13:02:00
user_1139,2024-02-20 20:35:00
user_1144,2024-02-21 02:41:00
user_1145,2024-02-21 02:22:00
user_1149,2024-02-21 07:16:00
user_1151,2024-02-21 11:51:00
user_1155,2024-02-21 14:11:00
user_1156,2024-02-21 12:51:00
user_1157,2024-02-21 16:59:00
user_1162,2024-02-22 00:07:00
user_1166,2024-02-22 04:45:00
user_1170,2024-02-22 08:58:00
user_1182,2024-02-23 02:03:00
user_1186,2024-02-23 05:31:00
user_1187,2024-02-23 05:54:00
user_1189,2024-02-23 04:57:00
user_1192,2024-02-23 10:01:00
user_1197,2024-02-23 16:58:00
user_1198,2024-02-23 16:35:00
user_1200,2024-02-23 19:33:00
user_1209,2024-02-24 03:32:00
user_1213,2024-02-24 10:18:00
user_1228,2024-02-25 07:12:00
user_1231,2024-02-25 08:56:00
user_1233,2024-02-25 09:54:00
user_1234,2024-02-25 12:55:00
user_1238,2024-02-25 12:31:00
user_1247,2024-02-26 01:43:00
user_1252,2024-02-26 11:04:00
user_1254,2024-02-26 14:41:00
user_1256,2024-02-26 17:47:00
user_1265,2024-02-27 01:04:00
user_1268,2024-02-27 05:55:00
user_1270,2024-02-27 04:43:00
user_1271,2024-02-27 05:21:00
user_1272,2024-02-27 05:23:00
user_1273,2024-02-27 07:13:00
user_1274,2024-02-27 06:21:00
user_1278,2024-02-27 07:07:00
user_1286,2024-02-27 13:45:00
user_1287,2024-02-27 17:57:00
user_1289,2024-02-27 22:00:00
user_1294,2024-02-28 12:49:00
user_1296,2024-02-28 13:13:00
user_1300,2024-02-28 15:33:00
user_1301,2024-02-28 17:35:00
user_1304,2024-02-28 17:31:00
user_1306,2024-02-28 19:24:00
user_1307,2024-02-28 19:49:00
user_1308,2024-02-28 19:51:00
user_1310,2024-02-28 23:17:00
user_1311,2024-02-29 00:41:00
user_1313,2024-02-28 23:55:00
user_1314,2024-02-29 03:20:00
user_1316,2024-02-29 06:21:00
user_1317,2024-02-29 05:03:00
user_1326,2024-02-29 18:25:00
user_1330,2024-02-29 20:56:00
user_1332,2024-02-29 22:36:00
user_1333,2024-02-29 22:55:00
user_1336,2024-03-01 07:40:00
user_1338,2024-03-01 07:39:00
user_1344,2024-03-01 13:16:00
user_1353,2024-03-02 01:28:00
user_1354,2024-03-02 01:18:00
user_1358,2024-03-02 09:24:00
user_1359,2024-03-02 08:31:00
user_1361,2024-03-02 12:00:00
user_1366,2024-03-02 15:37:00
user_1370,2024-03-02 18:06:00
user_1387,2024-03-03 20:57:00
user_1388,2024-03-04 01:10:00
user_1396,2024-03-04 08:26:00
user_1402,2024-03-04 14:08:00
user_1405,2024-03-04 20:15:00
user_1408,2024-03-05 01:08:00
user_1410,2024-03-05 04:43:00
user_1411,2024-03-05 01:38:00
user_1414,2024-03-05 10:53:00
user_1415,2024-03-05 14:58:00
user_1419,2024-03-05 14:53:00
user_1424,2024-03-05 20:22:00
user_1427,2024-03-06 00:15:00
user_1429,2024-03-06 01:46:00
user_1431,2024-03-06 02:01:00
user_1432,2024-03-06 03:51:00
user_1434,2024-03-06 03:44:00
user_1438,2024-03-06 10:41:00
user_1443,2024-03-06 14:50:00
user_1446,2024-03-06 18:53:00
user_1450,2024-03-07 01:07:00
user_1466,2024-03-07 14:11:00
user_1474,2024-03-07 17:45:00
user_1475,2024-03-07 16:06:00
user_1476,2024-03-07 18:31:00
user_1480,2024-03-07 23:48:00
user_1481,2024-03-07 23:39:00
user_1492,2024-03-08 12:51:00
user_1500,2024-03-08 21:01:00
user_1501,2024-03-09 00:32:00
user_1504,2024-03-09 07:23:00
user_1505,2024-03-09 06:22:00
user_1508,2024-03-09 11:44:00
user_1510,2024-03-09 10:46:00
user_1511,2024-03-09 13:27:00
user_1512,2024-03-09 13:41:00
user_1514,2024-03-09 18:08:00
user_1515,2024-03-09 16:55:00
user_1516,2024-03-09 18:51:00
user_1517,2024-03-09 20:24:00
user_1524,2024-03-10 05:32:00
user_1532,2024-03-10 15:30:00
user_1533,2024-03-10 11:47:00
user_1535,2024-03-10 15:56:00
user_1536,2024-03-10 12:43:00
user_1538,2024-03-10 15:38:00
user_1542,2024-03-10 19:59:00
user_1544,2024-03-11 00:22:00
user_1545,2024-03-11 01:56:00
user_1546,2024-03-11 02:31:00
user_1547,2024-03-11 00:48:00
user_1548,2024-03-11 03:09:00
user_1551,2024-03-11 03:14:00
user_1553,2024-03-11 03:26:00
user_1555,2024-03-11 05:20:00
user_1559,2024-03-11 08:10:00
user_1563,2024-03-11 11:47:00
user_1565,2024-03-11 14:02:00
user_1567,2024-03-11 13:57:00
user_1580,2024-03-12 03:57:00
user_1581,2024-03-12 10:24:00
user_1587,2024-03-12 13:35:00
user_1595,2024-03-12 18:05:00
user_1596,2024-03-12 21:06:00
user_1599,2024-03-13 00:10:00
user_1602,2024-03-13 05:48:00
user_1612,2024-03-13 13:05:00
user_1613,2024-03-13 13:06:00
user_1619,2024-03-13 20:09:00
user_1621,2024-03-13 21:13:00
user_1627,2024-03-14 11:27:00
user_1630,2024-03-14 12:52:00
user_1631,2024-03-14 12:41:00
user_1632,2024-03-14 14:15:00
user_1634,2024-03-14 21:19:00
user_1636,2024-03-15 00:33:00
user_1642,2024-03-15 05:36:00
user_1646,2024-03-15 10:18:00
user_1652,2024-03-15 13:39:00
user_1658,2024-03-15 23:41:00
user_1669,2024-03-16 10:30:00
user_1670,2024-03-16 11:17:00
user_1677,2024-03-16 16:17:00
user_1679,2024-03-16 17:44:00
user_1680,2024-03-16 18:57:00
user_1683,2024-03-16 21:42:00
user_1684,2024-03-16 23:59:00
user_1687,2024-03-17 01:24:00
user_1691,2024-03-17 04:37:00
user_1693,2024-03-17 05:25:00
user_1695,2024-03-17 07:35:00
user_1698,2024-03-17 08:08:00
user_1704,2024-03-17 14:18:00
user_1711,2024-03-17 17:07:00
user_1714,2024-03-17 21:24:00
user_1720,2024-03-18 02:22:00
user_1725,2024-03-18 06:13:00
user_1736,2024-03-18 17:21:00
user_1738,2024-03-18 17:16:00
user_1740,2024-03-18 19:50:00
user_1741,2024-03-18 21:49:00
user_1748,2024-03-19 16:02:00
user_1751,2024-03-19 20:27:00
user_1756,2024-03-19 23:54:00
user_1768,2024-03-20 13:19:00
user_1770,2024-03-20 18:29:00
user_1773,2024-03-21 00:40:00
user_1779,2024-03-21 03:42:00
user_1781,2024-03-21 04:44:00
user_1791,2024-03-21 18:13:00
user_1795,2024-03-21 20:54:00
user_1802,2024-03-22 08:20:00
user_1804,2024-03-22 10:45:00
user_1806,2024-03-22 13:02:00
user_1808,2024-03-22 18:05:00
user_1809,2024-03-22 17:09:00
user_1811,2024-03-22 19:37:00
user_1813,2024-03-22 20:36:00
user_1821,2024-03-23 13:00:00
user_1823,2024-03-23 13:38:00
user_1826,2024-03-23 17:20:00
user_1832,2024-03-23 19:06:00
user_1833,2024-03-23 19:33:00
user_1837,2024-03-24 00:40:00
user_1839,2024-03-23 23:07:00
user_1840,2024-03-24 01:17:00
user_1843,2024-03-24 06:16:00
user_1848,2024-03-24 08:40:00
user_1850,2024-03-24 08:40:00
user_1852,2024-03-24 11:35:00
user_1855,2024-03-24 14:14:00
user_1856,2024-03-24 13:48:00
user_1860,2024-03-24 21:17:00
user_1861,2024-03-24 20:06:00
user_1862,2024-03-24 21:58:00
user_1865,2024-03-25 02:31:00
user_1867,2024-03-25 04:44:00
user_1875,2024-03-25 13:16:00
user_1876,2024-03-25 10:38:00
user_1880,2024-03-25 14:29:00
user_1882,2024-03-25 17:53:00
user_1891,2024-03-26 10:12:00
user_1892,2024-03-26 11:53:00
user_1894,2024-03-26 13:45:00
user_1899,2024-03-26 18:12:00
user_1900,2024-03-26 19:37:00
user_1901,2024-03-26 20:58:00
user_1908,2024-03-27 00:44:00
user_1911,2024-03-27 10:04:00
user_1917,2024-03-27 09:55:00
user_1920,2024-03-27 13:26:00
user_1921,2024-03-27 13:17:00
user_1931,2024-03-27 17:06:00
user_1933,2024-03-27 19:31:00
user_1935,2024-03-28 01:28:00
user_1938,2024-03-28 05:50:00
user_1939,2024-03-28 07:23:00
user_1942,2024-03-28 09:38:00
user_1943,2024-03-28 10:17:00
user_1945,2024-03-28 10:41:00
user_1946,2024-03-28 11:28:00
user_1952,2024-03-28 20:32:00
user_1954,2024-03-29 01:22:00
user_1956,2024-03-29 02:13:00
user_1960,2024-03-29 07:59:00
user_1961,2024-03-29 06:40:00
user_1962,2024-03-29 08:51:00
user_1964,2024-03-29 10:48:00
user_1973,2024-03-29 17:46:00
user_1977,2024-03-29 22:18:00
user_1978,2024-03-29 23:49:00
user_1980,2024-03-30 03:08:00
user_1982,2024-03-30 07:19:00
user_1983,2024-03-30 09:04:00
user_1986,2024-03-30 10:29:00
user_1991,2024-03-30 14:17:00
user_1999,2024-03-30 22:35:00
