No,Ticker,Company,Sector,Industry,Country,Price,Volume,MarketCap,PE,PEG,PS,PB,EPS_ttm,EPS_g_next_yr,EPS_g_next_5yr,DebtEquity,Beta,InstOwn,RSI
33,BH,BH Holdings Inc.,Basic Materials,Oil & Gas Drilling,USA,31.32449679291694,24791,4086676.97536225,20.32078445024748,8.412702522821524,1.0135755645468323,5.918287966541664,-6.109924342557992,12.05779169835855,7.19696604790399,0.49522078899297517,1.2874941424192474,71.74410501892625,58.79442395184635
34,BI,BI Holdings Inc.,Basic Materials,Steel,USA,27.61404698265798,35178,15821279.560621448,32.71920088421031,0.9142562389770461,1.5239309898193727,3.29881133527351,4.675071898251173,14.219686360804555,6.029372175990121,1.23824352287129,0.5635215025800462,74.47910065499718,76.70561707967806
35,BJ,BJ Corp.,Basic Materials,Agricultural Chemicals,USA,15.920046449549645,84216,280390.3533396847,10.138993575809108,2.833740602266112,0.8181908297573175,5.396876261493908,-4.5436085985307475,21.605517662418297,9.659459242997693,0.4348137277044176,1.6557198933591228,60.10712669287044,33.961736683397454
36,BK,BK Corp.,Basic Materials,Chemicals,USA,40.842965671192786,20079,1032376.9646983297,38.747957854725435,2.390123777496688,2.6318267172482925,4.545864310690122,-3.490797540261265,-9.914077534299821,3.1269956453475327,0.5601373454410455,1.2829465592111053,46.892299039939324,60.1343081381238
37,BL,BL Corp.,Basic Materials,Gold,USA,12.986780120826406,68447,251054.09863576904,39.2733213183342,,1.7776100852776933,2.553403721495896,2.9729177489566885,7.925289408286714,2.7535429164050766,0.16854928843256095,1.4942049900579195,28.877509234638566,79.65038295083093
38,BM,BM Corp.,Basic Materials,Oil & Gas Drilling,USA,19.996371775397147,66288,338111.6503193315,31.151634315329392,,3.399826272238836,0.8648689118102043,2.1618130268798517,16.689409365709494,11.954711010265791,0.21597814610579386,1.2210890329526836,32.3691329049385,66.87093791279196
39,BN,BN Holdings Inc.,Basic Materials,Steel,USA,37.26485027028026,4907,2343415.5277141095,24.662174702519806,2.941376019455266,2.4160904525387688,3.208439118108031,1.7175283969094672,1.4836974463432515,19.751691538259596,0.20567686743801344,1.2754650045828053,11.608076889830143,57.77598555301771
40,BO,BO Corp.,Basic Materials,Agricultural Chemicals,USA,59.056599520751725,11134,2621031.7123160115,25.480669339916087,3.069654892077385,2.330437813829236,4.797193124518524,0.744676959678809,27.730864162598117,35.287879359811754,0.4266360406397831,0.8495238653696527,72.29200403919081,63.11121118772495
41,BP,BP Holdings Inc.,Basic Materials,Chemicals,USA,12.71435017922731,30576,977546.7000891927,14.42198520385011,0.5641583436344342,0.9448588556083439,1.196730177524191,4.584394356662868,40.33611857568661,2.697133950986677,1.2449993891984859,1.779498851004472,12.055465928763606,59.77527543529671
42,BQ,BQ Corp.,Basic Materials,Gold,USA,23.801549754323236,10603,1348322.056683854,48.05373143574489,1.278054357942868,1.2285178701516755,3.260527033419499,7.352016644256198,33.14228742333731,3.2593244046717516,0.41927506584866847,1.1786394258262072,56.67837486925631,53.46629418093383
43,BR,BR Holdings Inc.,Basic Materials,Oil & Gas Drilling,USA,26.337443564557294,242904,14316145.618869286,59.03020595842011,2.730932929971947,1.0469473072734141,0.24980941262896875,-0.38471437485923765,-14.95154774729679,15.088034079122945,0.6506254913761388,1.1874994441697664,47.18277340135914,59.03383285061838
44,BS,BS Corp.,Basic Materials,Steel,USA,85.16609996609147,63996,17933145.536171313,20.068020119425096,1.9656340730617978,5.119279143837995,1.411228428828225,3.0115170176636905,8.650111674186084,-4.958417550779112,0.927317281916745,1.340467881513484,65.16996419589097,46.38068339734883
45,BT,BT Holdings Inc.,Basic Materials,Agricultural Chemicals,USA,42.5959529799456,41394,1261432.919663295,24.37791187029267,,2.9282822966105186,2.1261794443071746,1.105069365417452,1.2781538522580895,11.40582967103461,0.711154613217937,0.8133875757091695,70.60387399508753,28.18609027285745
46,BU,BU Corp.,Basic Materials,Chemicals,USA,23.63034343358938,12680,22617973.238002647,12.545529712744035,2.753300938951917,2.6093936073812407,1.6633233638084597,4.480643769467715,6.611537907088639,30.313006956524326,0.26004610489082375,0.3635136730838675,17.88049086743386,49.1080596419614
47,BV,BV Corp.,Basic Materials,Gold,USA,25.386650936963456,71682,469877.4779441059,40.67262089229592,2.116128583375224,1.8727685714065063,3.8018349781512843,4.7121282569282466,25.488824744825468,15.405450237214472,0.2673118692176435,1.0276050706579118,55.80438034673476,41.628346288452164
48,BW,BW Corp.,Basic Materials,Oil & Gas Drilling,USA,41.23810315859113,17992,4192308.505593143,17.212598129351782,0.5792982778678379,1.6029456003328675,0.4965590723879642,-0.6943236580134817,7.332041014012282,9.960372070003748,0.24446276227734898,1.7265292357952178,65.31513585854613,52.52724326435113
49,BX,BX Corp.,Basic Materials,Steel,USA,103.96993399483196,276565,11776216.570447814,31.296492390187154,,1.6111835536317,,-0.15534500993978417,33.3677217378882,13.937183015609456,0.7242976916550953,1.3566502861607788,17.963273933280412,53.60346712701649
50,BY,BY Corp.,Basic Materials,Agricultural Chemicals,USA,72.51515221208196,51004,1214042.25208978,57.158181885781005,2.0269518948132856,1.394400756616262,1.7523240671057132,4.073073561713599,-0.03180005514010631,9.732099485129188,2.463916729544963,1.8273944265453201,62.995507855978914,59.89988343237431
51,BZ,BZ Corp.,Basic Materials,Chemicals,USA,36.42495832534429,28005,8129615.511586874,31.40603965738817,0.5881270681799897,1.170389779427835,0.8696141055672745,8.805558728096434,-14.861331927587766,3.699547329966216,0.9632057531223026,1.1306735719920078,66.5576863058518,57.62275707688063
52,CA,CA Holdings Inc.,Basic Materials,Gold,USA,21.697984623911996,8273,1822098.6270071052,29.666620900564936,1.4411163634782873,3.7759290478702345,0.376783711372588,-1.7429807223068985,24.25157502329927,4.855286785569195,0.7009741394678238,1.0288857395043671,79.58195289795113,55.55843449144683
53,CB,CB Holdings Inc.,Basic Materials,Oil & Gas Drilling,USA,83.21325990445,74087,14612412.470468804,35.116264932143494,2.99227530892198,5.176908175668126,5.285143508091088,2.113527647206702,3.423669084484877,3.939570740880302,0.568947328344268,0.7406054468971839,51.60898339499342,43.75731049310486
54,CC,CC Corp.,Basic Materials,Steel,USA,37.91087593363783,96910,21767281.760296322,38.08985652630964,,9.490769111098448,2.191827079869178,4.360876496200223,-6.747817884431186,3.138541432346144,2.100099967044988,0.9641929196564941,41.977922447196406,80.04770174054946
55,CD,CD Holdings Inc.,Basic Materials,Agricultural Chemicals,USA,61.86665330587016,162418,23154907.09673058,42.262878394022735,0.936159703113322,,1.4534068144018246,3.3492106229637617,22.07199602589225,7.223819521891054,0.6980831987642468,1.6958316971355232,42.41234940317092,66.65688178710016
56,CE,CE Holdings Inc.,Basic Materials,Chemicals,USA,43.483630858226725,2210,125202091.72324386,20.257232301695417,1.9408626457213964,1.9489818019603877,2.4244267829477635,-0.7724555182601831,-22.147461590452007,2.971420775415476,0.21783881810700656,1.788906822061366,86.30297101268157,42.438107375084286
57,CF,CF Corp.,Basic Materials,Gold,USA,9.522500919502262,30809,116163.4140476995,8.900194607693608,7.278742181068072,,3.7338924299393352,4.241499735982177,4.462400367986505,14.312929826709563,0.4818778201623138,1.2988829743982158,51.93495134420506,65.59261024708033
58,CG,CG Corp.,Basic Materials,Oil & Gas Drilling,USA,36.35987623373963,86787,10794886.601485798,12.76550968536603,3.165304874125869,1.105962708285474,2.073954538518844,0.4756235393561161,12.476947077995518,-7.5229310688483615,0.7486342861624262,1.0411629904829935,55.80382710910339,52.891637511122624
59,CH,CH Holdings Inc.,Basic Materials,Steel,USA,28.007768517532163,26137,2589490.765942455,22.49668316647597,2.4292168600095567,0.8878026664773754,5.066202690387487,1.4371071380436506,19.240622654039605,3.835070333615234,1.965730893089254,0.6773127084304064,53.927638771957845,59.34107846154075
60,CI,CI Holdings Inc.,Basic Materials,Agricultural Chemicals,USA,37.939403466722354,76704,2042846.742236348,22.536557375644993,1.648037957894535,4.3196429229736735,10.09771023146042,-0.17175861750313892,30.947635276216943,28.454708954840847,0.37330900526572275,1.3060423856333738,77.07489049230524,42.04181925335247
61,CJ,CJ Corp.,Basic Materials,Chemicals,USA,32.174567132212125,47596,26015899.56716098,9.349284795792782,2.375867101278692,9.68866383337661,1.1199416888154827,-1.5470979240963385,4.353020132857883,28.995172264406367,0.5884087629032634,0.7436007230824133,15.896481013873704,74.16851035537732
62,CK,CK Corp.,Basic Materials,Gold,USA,10.858294399401824,15604,96858.00237279064,12.064538326061404,1.4887570766378906,5.14294437133409,2.6315808025220546,2.8273308953033034,5.865422290672385,17.789195443574496,1.07449912310108,0.6963047427714228,15.135677563982988,61.91324770599347
63,CL,CL Corp.,Basic Materials,Oil & Gas Drilling,USA,36.13532141024343,92845,3950726.910257092,86.67731393921274,,2.197613516336878,1.8688467213997515,3.884711305355069,15.958174087586162,16.595535246096432,0.3856507380603354,0.9436403683099519,21.17393127222405,52.707501418316085
64,CM,CM Corp.,Basic Materials,Steel,USA,31.312615189436777,13445,10006627.891392585,21.699248444409935,2.9401083794283887,5.821760134774257,3.4488658452279073,0.44956095309029376,5.3824017582037555,10.623149173868178,0.796879285549044,1.018275549873409,90.32666781816036,56.105770397869044
65,CN,CN Holdings Inc.,Basic Materials,Agricultural Chemicals,USA,85.10620866997702,292177,6449347.635679194,43.00693887202555,1.1907538714030819,2.1055937440057524,1.6637878986594636,1.0850202998426106,8.219613993138429,1.9839515048815635,0.1878998747342475,1.4605958621666248,22.50842850781554,50.20089526801872
66,CO,CO Holdings Inc.,Basic Materials,Chemicals,USA,11.218402108410238,57404,15212169.85112912,,2.838511403569104,1.4694674847019809,0.445432859090934,-2.3325170200772125,10.567038876908178,9.831591659097048,0.8250321274559363,1.103811165786369,36.89505016794487,51.438760822808256
67,CP,CP Holdings Inc.,Basic Materials,Gold,USA,9.649547362455868,79838,1586405.8272504006,9.057414323148832,2.1355422601395437,2.5431998304013232,,-1.1866315696652396,6.76320277387267,20.13484563285146,1.4763319551399594,1.5965156102583062,32.61750116771903,35.32193804997071
68,CQ,CQ Corp.,Basic Materials,Oil & Gas Drilling,USA,98.24195065995853,138447,240148053.97067547,17.995389750829606,2.010925066771138,0.85681689415661,1.27624173225624,6.194253294921591,18.065346349310936,20.956524543863978,0.3238115517659889,0.4101851999661703,57.038943510543646,39.04130810315887
69,CR,CR Corp.,Basic Materials,Steel,USA,16.66312498401189,58082,427328.73757244507,36.647841212569624,4.310948195825208,7.751973552462255,3.8971267488163317,4.298973354219549,-0.3268675637792722,-4.094274408245404,0.16296043637031943,0.1734524190054767,45.43949270585003,54.94658758142678
70,CS,CS Corp.,Basic Materials,Agricultural Chemicals,USA,53.548459619792816,102442,230925312.49104565,20.067980015368075,2.132584522910328,1.848498285778123,6.822618631797601,2.9792689878518623,-10.155647271381852,14.396567469279058,0.34861510150002195,0.8121224932126094,40.971240339816624,62.130590668488914
71,CT,CT Corp.,Basic Materials,Chemicals,USA,41.263119067939925,560584,918030.0278231944,8.353018209967871,,4.131404499191741,1.6014715264524204,3.9298879892078586,26.031754633227138,5.349068428059024,0.6600940081259393,0.4197714178762757,32.285631843044754,55.89176290639792
72,CU,CU Holdings Inc.,Basic Materials,Gold,USA,11.776496581974886,306719,3727396.572388227,32.73196751345556,1.4391990932940277,7.369368786726716,1.8509614683433075,-2.482100206624304,25.67617744798055,3.9295603951830858,3.2966358174141495,0.7960885806041751,21.85466873538656,78.41260504525175
73,CV,CV Holdings Inc.,Basic Materials,Oil & Gas Drilling,USA,48.405220676829806,105485,31518007.792074744,16.24670809326091,3.5160137725449676,1.396503280812516,4.444002832698524,4.582510240140564,-3.805648460112396,8.512328148047654,0.7696685628204252,0.43554209001351896,33.780287342104096,47.105429385110746
74,CW,CW Holdings Inc.,Basic Materials,Steel,USA,21.491746014608914,14215,75248.9998784695,62.02669901482892,,,1.1591852709410029,2.8508359901158524,-16.758151117879923,13.554844856032595,0.49601018848653144,0.840283574159291,14.72457016917479,57.62479795582003
75,CX,CX Holdings Inc.,Basic Materials,Agricultural Chemicals,USA,26.448532830416667,71709,4422289.3622636525,58.31042136664458,3.0891403769660926,3.792910971542962,3.0224711269743643,-1.1131595467175157,-5.669253797967203,0.18298576707406156,0.7051665360906608,0.9504991071201743,35.31556056774443,44.634907549032576
76,CY,CY Holdings Inc.,Basic Materials,Chemicals,USA,11.560187379190205,26149,590703.0509634903,32.99336883099604,,2.3056228628085313,3.356266612090892,4.9416469747898475,-9.560051924369493,13.229137253832922,0.21279111738621106,1.2598934920950868,49.466137544891126,47.58629218061835
77,CZ,CZ Holdings Inc.,Basic Materials,Gold,USA,31.382918997374286,67343,2031049.5860731013,41.3798064755739,1.5075139763912304,2.4475272272315083,3.071395671792387,8.196815400299254,1.7226769332456486,32.11010218230001,1.898504922871058,0.5845322274343809,24.79453427564989,42.938631068167346
78,DA,DA Holdings Inc.,Basic Materials,Oil & Gas Drilling,Canada,42.42317415059866,85697,958153.4439677416,16.869942972753805,1.015914812774742,2.3972603909241568,6.899919434386066,1.4662039394702586,-13.8846713217532,19.71420754861875,0.5208344517590697,0.9687840388842185,66.6120067465836,59.07593730503379
79,DB,DB Corp.,Basic Materials,Steel,Canada,53.79919837349024,14350,3028394.8704418945,15.23450934757444,3.671770995399979,3.20328836576464,3.94706544134454,1.7861713337387544,19.673302748231105,5.294687442485728,0.4567040059263007,1.2675414696515714,35.07438995166752,49.20659857338828
80,DC,DC Corp.,Basic Materials,Agricultural Chemicals,Canada,31.456037297696906,92581,25553824.236180615,22.29501597323379,4.2001447885162495,2.0807083455668414,3.220415552870918,1.8011383519854438,21.80021993951808,23.061246567212265,3.369813995601247,1.3108349279461091,55.780161569737864,60.3501927538494
81,DD,DD Holdings Inc.,Basic Materials,Chemicals,Canada,12.69146781432155,406437,1953426.0218807478,41.180945519288585,1.6299466007663714,5.4883974118271475,2.26190823692873,-4.76815967526241,0.08601313041285508,5.482204749873415,0.34585466308405616,0.15,34.80750059148458,50.55767518043898
82,DE,DE Holdings Inc.,Basic Materials,Gold,Canada,29.889143180383556,119477,8271019.9716201415,11.50257091512032,3.670743749151762,1.5891912710205056,2.735249109119601,5.188151351863182,-10.843715523454478,11.39017537501053,2.1370220587581836,0.5998509039274914,17.14851920726543,33.5655161444912
83,DF,DF Holdings Inc.,Basic Materials,Oil & Gas Drilling,Canada,43.461607728018656,113979,20215685.30005117,40.50305350413463,2.1199772150750995,3.4685082849589657,1.2806473427413108,2.8804355723884307,11.54111539971112,9.302093296614396,0.482337653238407,0.6258455738506206,29.00779967199199,54.743650474104435
84,DG,DG Holdings Inc.,Basic Materials,Steel,Canada,18.188150152569055,80666,12067686.473263938,,5.423258700191573,1.881428206439173,1.9125029321679126,-0.9717837412683332,-6.949240902108704,20.453383511709333,1.821376183347441,1.002997851658138,33.85610555306645,45.46055230492914
85,DH,DH Holdings Inc.,Basic Materials,Agricultural Chemicals,Canada,13.468074263599448,76284,1413511.3985392156,25.081872996626057,2.110405230211937,3.4480495896164145,3.669673890581206,11.000109970230273,20.401243926424073,12.530104761391202,2.400806398010802,0.5491255078213296,35.98270425427596,38.48302819839322
86,DI,DI Corp.,Basic Materials,Chemicals,UK,4.453861242220445,47434,245437.5712390668,23.54244817566227,,2.268183005407081,7.222866625395706,0.4423389091030865,7.4814848413222315,5.27767553031014,0.3387368635706734,0.4171571413476748,50.048576721725304,42.62825727234428
87,DJ,DJ Holdings Inc.,Basic Materials,Gold,UK,34.302483226270994,623967,16645817.692772778,45.983847736855544,,1.9388877969067992,1.446316766334209,1.778139054654949,7.740187919275054,21.837609439040143,0.41593956850191194,0.756196452414797,39.744613845455554,62.80830186804792
88,DK,DK Corp.,Basic Materials,Oil & Gas Drilling,UK,17.97636114222633,63702,2699000.1532095484,16.866997042482236,1.9657276302932165,6.800606505180921,4.299136947481188,1.7243832357513775,-5.820513380116575,8.556173361984648,0.5803983024994179,0.9488148081863647,16.193888420081773,68.19934939649542
89,DL,DL Corp.,Basic Materials,Steel,UK,45.92445130724752,25753,1972518.2431562713,25.010889888230807,,3.4351987643490647,2.4927758534730637,0.01669053847511348,45.493538230937496,4.6578370630026065,0.13953913784806232,1.3796922123280873,35.77204391615814,77.76303988778787
90,DM,DM Corp.,Basic Materials,Agricultural Chemicals,UK,11.880482900987257,457911,10682481.656861758,47.31835941013612,1.5492311198432165,2.692695942540036,2.8424829050080826,6.5738887772100885,-15.274887832499441,21.35800824775823,1.2102858786181938,0.5590651064031609,44.89700010470994,45.97780710171428
91,DN,DN Holdings Inc.,Conglomerates,Conglomerates,China,26.895151985294813,44066,377701.7010778764,19.608642693576257,3.504220440131547,0.9608596068006229,0.8325101358807407,6.471959829115965,7.356419889159968,-2.6133118597299383,0.5521187022111742,0.8359326313209614,31.062881307567526,36.62596330756815
92,DO,DO Corp.,Conglomerates,Conglomerates,China,31.416448822977596,24272,2053506.8330861107,32.27740261158577,1.4732855445188557,5.001033578017726,3.0518139827911326,-2.626803686619198,-7.774744564737274,-3.13317507038961,0.607880577787605,1.8296317497682915,71.814237225352,69.18809227994849
93,DP,DP Holdings Inc.,Conglomerates,Conglomerates,China,36.14231005594887,102466,7481517.504105559,16.969076116897572,1.8672299650144983,3.108759185202164,4.483449970843254,-3.4391169500823655,12.086064668000208,19.894114682630704,2.1698258041764165,1.5573112094286412,49.7742879154625,30.656701987331562
94,DQ,DQ Corp.,Conglomerates,Conglomerates,China,154.53329765225303,3677,1337827009.1477332,26.061789820274324,1.4230429828498639,2.6560663679523087,1.9201316632166836,3.6067212604869967,7.590320608410303,22.38655275849385,0.530565103591384,0.2521353893069034,49.100734828587136,41.846234308545
95,DR,DR Corp.,Conglomerates,Conglomerates,Chile,90.52396963692904,24784,22513202.22786019,24.874019274815456,3.6845942863461105,1.7378155308451002,3.142512945702204,7.174142868304871,24.321284268917395,7.75099522346253,0.5003161759394718,1.5016049520824784,21.267956385056337,48.62019825411711
96,DS,DS Corp.,Conglomerates,Conglomerates,Chile,19.783129237862642,70711,343627.2244120227,,1.0525088733728125,1.3629966693643303,1.6943853799536466,5.141174734802169,13.899317355373157,3.467758215286973,0.8959550796171545,1.5821042219723869,41.511026811638686,40.516621387718175
97,DT,DT Holdings Inc.,Conglomerates,Conglomerates,Chile,12.051067731811303,79531,2532134.2896283064,,1.496321476415539,0.5844565098887334,2.75690768368913,-2.7441915659807177,-2.6781468999269986,1.5394341523397195,0.2848566603049486,1.423263678869287,59.859542069319815,50.14476648641345
