"total_yield","cover_10","region","total_avg","age_avg","experience_avg","insurance_avg","easement_p","conservation_till_avg","fertilizer_per_area"
65.9540084388186,0,"South",0.872,55.7,24.9,1.30550753768844,1.37741046831956,1072,62.1279714888723
75.3403010033445,0,"South",0.779,59.4,26,0.881235294117647,5.14285714285714,827,59.1202397678625
30.6666666666667,0,"South",0.193,59.8,21.2,1.09021739130435,1.70316301703163,377,24.2363039636455
62.962000962001,1,"South",0.933,59,23.4,1.82241904761905,2.51798561151079,1021,52.7904341189259
54.4761904761905,0,"South",0.213,59.1,22,1.1460612244898,0.619962802231866,489,14.7371416624077
70.0625960904898,0,"South",1.365,60.8,27,2.42153333333333,3.20855614973262,948,49.7457075911574
95.7181818181818,0,"West",0.899,59.3,20.9,1.38211235955056,1.2927054478301,475,13.4116561725979
101.473744063148,0,"West",0.253,60.2,23.3,1.09126923076923,0.907150480256137,359,73.4658690914303
102.776208979341,0,"West",1.471,57.8,21.3,1.50450735294118,0.78740157480315,913,30.1212613897275
76.1163291684619,0,"West",0.608,58.7,26.5,0.58114953271028,3.3288948069241,405,112.635239990107
79.9606598984772,0,"West",0.345,59.6,25.7,0.316031176192726,1.02639296187683,472,163.881229730222
77.2970417810308,0,"West",0.398,58.4,25.6,0.380862445414847,1.44927536231884,323,101.537492447518
91.5658661575563,0,"West",1.317,58,28.2,1.6992479338843,2.27272727272727,718,231.585746623247
79.0558334906551,0,"West",0.64,57.7,25.4,0.802018691588785,0.726895119418484,628,102.834933550664
107.953488372093,0,"West",1.256,57.8,22.8,0.88076,2.6525198938992,47,6.29260286472911
52.2568571428571,0,"West",0.466,60.4,24.2,0.326154738878143,1.51515151515152,280,101.033844780726
137,1,"West",0.408,59.9,24.5,0.660868421052632,11.0787172011662,9,3.55523826521506
88.6049740750505,0,"West",0.405,58.3,25.6,0.3524,3.16645271715875,374,123.524781140868
94.6875154511743,0,"West",1.35,59.8,26.2,2.61842857142857,4.72813238770686,93,13.6136598790947
69.9366444760266,0,"West",0.099,61,19.1,0.327134199134199,1.46231721034871,168,138.65259518719
90.2356942777111,0,"West",0.224,58.3,22.5,0.406251798561151,3.61757105943152,193,65.3044440686825
85.9875599786743,0,"West",0.225,60.8,25.3,0.28018663406683,1.31195335276968,344,123.110349628993
24.3878550440744,1,"West",0.487,60.5,21.1,0.398639730639731,3.40831629175188,359,92.0557094649872
62.6011560693642,0,"West",0.307,60.1,19.5,0.575448979591837,1.64547494390426,252,8.09561558631624
88.5346633416459,0,"West",0.923,61.4,25.9,1.41878260869565,1.74496644295302,191,15.5969696484717
69.9320501914079,1,"West",0.404,60.7,22.6,0.628102040816327,4.71142520612485,189,46.0517290195655
67.9758713136729,1,"West",0.158,61.4,21.4,0.082116598079561,4.34056761268781,6,27.8872663427842
66.6851595006935,0,"West",0.2,59.6,25,0.210521786492375,1.49130074565037,199,151.591732567892
68.6823816297501,0,"West",0.329,57.8,23.8,0.324747058823529,1.98789974070873,329,81.1739445418561
104.433172302738,0,"West",0.415,60.1,23.1,0.438262443438914,1.08181203515889,19,17.0292234511147
70.7548375643529,0,"West",0.299,60,24.4,0.236796875,1.17028898973012,290,107.064036201296
73.400482509047,1,"West",0.484,60,23.1,0.737506024096386,3.05584826132771,391,85.7869478007754
40.0321977350202,0,"West",0.779,55.8,18.4,2.07696644295302,2.5414364640884,1344,10.7516209667243
37.2673901897112,0,"West",0.332,56.2,16.5,1.40883018867925,0.82256169212691,600,2.7853184028956
29.9758003660951,0,"West",2.207,61.4,28.7,1.9661,1.04947526236882,1240,5.38802255495545
60.6619678601635,0,"West",2.681,59.6,26.3,2.22378666666667,5.10948905109489,287,1.69881436913821
80.352644836272,0,"West",0.106,60,20,0.221785714285714,16.99604743083,189,22.1312930317723
38.7446351931331,0,"West",0.508,57.6,25.5,0.784957264957265,0.763358778625954,219,9.82807441846491
101.468582887701,0,"West",0.147,59.8,20.8,0.336527272727273,6.87306501547988,51,16.381952830109
15.9561567164179,0,"West",0.504,60.2,22.6,0.491020408163265,2.87539936102236,487,3.53917190988431
27.0306666666667,0,"West",0.165,58.3,16.7,0.135733333333333,6.13246116107931,204,3.12540307777789
9,0,"West",0.604,58.3,17.6,0.7097,5.44747081712062,26,1.78479381443299
31.5674603174603,0,"West",0.468,57.8,19.2,1.86897959183673,1.2639405204461,38,1.23009429664795
27.3155607857337,0,"West",0.624,57.3,18.1,1.10302816901408,1.04166666666667,832,1.12719092827315
29.2092307692308,0,"West",0.719,59.3,24,0.840227272727273,8.92586989409985,34,1.85619341451198
51.3783425897357,0,"West",2.366,56.5,25.9,2.03912671232877,0.871080139372822,1786,17.0548276105861
16.4373673036093,0,"West",0.503,59,22.1,0.66935,6.77035681610247,59,2.90218683601552
57.4192516789255,0,"West",0.236,58.4,19.9,0.341027777777778,5.2863436123348,168,8.57280249390618
14.9503901074636,0,"West",3.272,59.8,24.6,4.7236,7.65027322404372,674,0.179262551718916
43.5811403508772,0,"West",3.067,59.7,29.8,2.57711111111111,2.86298568507157,1376,3.35448080891594
41.7337749689078,0,"West",1.322,58.2,26.6,0.903839650145773,2.67131242740999,727,10.963463322743
96.8755760368664,0,"West",0.139,58.1,19.4,0.102558558558559,4.46247464503043,82,10.5916492961283
25.1335644557978,0,"West",2.063,59.2,25.6,0.931857142857143,1.94805194805195,922,0.676739062008184
50.6286502898151,0,"West",0.615,59.5,21.6,0.41424,5.43187889581478,284,5.8483934289536
87,0,"West",0.291,59.8,23.1,0.249536585365854,3.78854625550661,56,8.63782550684824
47.8370850757972,0,"West",0.891,56.4,24.1,0.676905882352941,1.48648648648649,459,15.8242918197177
38.937296077325,0,"West",2.143,61.2,31.3,1.45906701030928,2.96610169491525,1573,6.27514731170356
101.352670878805,0,"West",0.553,55.6,22.6,0.579732558139535,7.16510903426791,706,55.1529427676217
27.9896907216495,0,"West",0.524,59.7,20.9,1.04528125,8.00450958286359,91,0.93739451624208
85.3966056275123,0,"West",1.09,60.2,24.9,1.245375,5.20833333333333,832,34.3136473864842
19.7951070336391,0,"West",1.023,60.1,22.4,0.6385,4.51127819548872,291,0.815804559686026
38.9464525315589,0,"West",1.794,59.4,28.3,1.51885410334347,0.396301188903567,1395,14.1590404814383
43.8525085214687,0,"West",0.517,56.9,21.7,0.731488073394495,1.7725258493353,445,12.8001532301984
45,1,"Northeast",0.061,57.3,23.9,0.0663118279569892,9.54198473282443,39,89.2431777341301
78.6889921825481,1,"South",0.222,57.9,25.3,0.539411764705882,8.39416058394161,318,95.5064804052721
74.3586236682983,1,"South",0.187,60.8,25.8,0.756340425531915,8.31024930747923,277,68.0601882736639
77.5371667768231,1,"South",0.246,58.9,28.2,0.516926380368098,3.66398570151921,283,80.1566759718739
40.7026022304833,0,"South",0.14,59.9,23.3,0.344795454545455,0.554785020804438,324,27.0294291921786
42.9769673704415,1,"South",0.238,59.2,20.4,0.385257281553398,1.03986135181976,471,50.1632596664994
37.6176470588235,0,"South",0.284,61.4,20.7,0.431,2.7027027027027,181,10.972850678733
30.0775978407557,0,"South",0.122,58.2,19.7,0.3395,1.00143061516452,266,63.3638928067701
39.5370813397129,0,"South",0.234,56.3,20.7,0.471321428571429,1.09489051094891,359,74.6315190534463
53.2212160413972,0,"South",0.209,61,21.1,0.489368421052632,17.7489177489178,277,46.0005799262665
41.9360730593607,1,"South",0.496,61,23.7,0.626367346938776,15.8333333333333,533,73.9186463469296
45.9993208828523,1,"South",0.413,57.7,22.1,0.740328571428571,7.94979079497908,1006,59.3663800097355
44.0788262370541,1,"South",0.478,57.4,20,0.698390909090909,11.134903640257,272,48.9085357925837
43.1944444444444,1,"South",0.278,60.3,20.9,0.474892857142857,9.64467005076142,570,47.4393334427246
30.1538992408558,1,"South",0.373,59.5,23.3,0.623387096774194,8.63453815261044,943,119.676918030319
39.4936708860759,0,"South",0.145,59.7,21,0.119428571428571,21.7391304347826,56,15.4919539367568
53.9986282578875,1,"South",0.458,59.7,23.2,0.856222222222222,11.4406779661017,1147,60.1435601435601
47.601226993865,1,"South",0.264,60.2,22.8,0.534393939393939,7.92838874680307,371,43.1540259312057
57.4753141831239,1,"South",0.626,58.9,24.1,0.82641,14.4781144781145,1082,63.0537158093928
55.5086397873283,1,"South",0.522,60.3,22.8,0.594142857142857,11.214953271028,473,46.999570344202
33.3895680521597,1,"South",0.298,58.3,21.2,0.513893617021277,7.74193548387097,432,33.6757455225335
34.1451612903226,0,"South",0.105,58.3,23.9,0.119727272727273,16.4674634794157,33,17.5438596491228
27.4784688995215,1,"South",0.283,58.1,18.5,0.4695,14.4736842105263,211,15.182563338301
36.875,0,"South",0.298,59.6,21.6,0.54251724137931,11.3253012048193,433,72.1104491848068
60.9263736263736,0,"South",0.129,59.2,23.4,0.154148148148148,15.5038759689922,112,21.5201327099985
42.5163240628779,1,"South",0.353,59.7,22,0.458327868852459,9.19540229885057,404,57.9613373939384
28.3752665245203,0,"South",0.102,58.8,20.7,0.152884057971015,20.708446866485,14,17.9109676209359
38.2608695652174,0,"South",0.171,57.1,20.5,0.197,29.0836653386454,13,10.1236295777933
39.3130677847659,1,"South",0.393,60.7,24.5,0.847045454545455,11.6352201257862,426,60.8291390940443
24.4375,0,"South",0.263,57.2,20.6,0.600388888888889,6.33802816901408,644,34.357418716842
37.2659498207885,0,"South",0.247,60.9,23.8,0.36435593220339,11.5015974440895,199,33.0880690443737
48.2724358974359,0,"South",0.584,58.6,19.9,0.560816326530612,11.6504854368932,285,35.4207355079992
51.1825454545455,0,"South",0.328,58.8,22.5,0.66228,16.2241887905605,486,65.0627727787058
36.2813725490196,0,"South",0.102,59.3,22.2,0.160185714285714,23.6255572065379,44,17.195111279643
48.5452462772051,1,"South",0.557,58,22.3,0.68362962962963,9.02777777777778,659,68.3359936153232
22.9953051643193,1,"South",0.333,61.9,22.9,0.838222222222222,10.6145251396648,788,35.5715964411617
47.3818181818182,0,"South",0.172,60.3,23,0.220648148148148,23.1968810916179,135,27.2404845270875
36.6944908180301,1,"South",0.171,58,21.5,0.227222222222222,21.7798594847775,51,12.7378928316788
44.4528301886793,0,"South",0.23,58.7,21.6,0.42368,9.375,448,68.4584491813408
50.404452690167,1,"South",0.278,59,20.9,0.612789473684211,5.82010582010582,399,48.951048951049
58.1659292035398,0,"South",0.797,62.7,23.4,0.8607,10.4575163398693,913,42.1028451416008
32.5428900402994,0,"South",0.532,59.5,23.2,0.770876543209877,9.65909090909091,717,47.1564006370176
51.4237019421324,0,"South",0.471,59.6,22.4,0.878605263157895,9.43396226415094,371,57.1271597236927
21.4716981132076,0,"South",0.286,62.1,22.3,0.292,20.5357142857143,93,15.3728620652021
56.0861961274204,1,"South",0.524,60.8,21.7,0.822337662337662,9.375,613,53.41945685495
44.1586956521739,1,"South",0.394,58,22.3,0.565588235294118,6.20915032679739,346,90.1727682716541
45.1847826086957,0,"South",0.252,61.1,20.4,0.376696428571429,5.625,204,76.0481270156289
55.8332333533293,1,"South",0.376,57.1,21.1,0.679983870967742,9.34959349593496,1020,61.8303692091465
22.1798941798942,0,"South",0.282,59.1,22.4,0.126047619047619,14.8148148148148,189,14.9543498793158
39.5087719298246,0,"South",0.251,59.3,20.2,0.46621875,18.5378590078329,335,31.1970124101487
63.6175438596491,1,"North Central",0.365,59.2,28.6,0.589773019271949,2.35798499464094,365,66.397952918296
45.4690265486726,1,"North Central",0.271,57.5,27.5,0.346539837398374,3.40983606557377,214,56.420011874326
88.3422370617696,1,"North Central",0.481,57.9,29.7,0.620901818181818,2.18579234972678,317,69.351688257351
66.246719160105,1,"North Central",0.24,54.6,24.3,0.342893203883495,2.30024213075061,251,27.5282483030877
91.6065573770492,0,"North Central",0.358,58.3,25.4,0.352876404494382,2.42792109256449,267,21.7122481302989
63,1,"North Central",0.274,55.3,28.3,0.343874236874237,2.854996243426,278,84.0872629543803
71.4023255813954,0,"North Central",0.295,60.5,29.6,0.383847094801223,2.36087689713322,328,73.27295004065
49.6394557823129,1,"North Central",0.224,54.9,25.9,0.259288335517693,1.56918687589158,180,71.7630695810844
70.2585034013606,1,"North Central",0.357,59.9,29.1,0.476845991561182,2.37113402061856,353,50.6825480640219
74.2865168539326,1,"North Central",0.324,60.4,26.1,0.558726457399103,3.61635220125786,423,45.4775040795711
81.2787723785166,1,"North Central",0.242,58.8,28.3,0.402248554913295,2.0684168655529,256,57.7276417553305
68.5531914893617,1,"North Central",0.343,58.5,29.7,0.398209255533199,2.26537216828479,260,42.3144246149592
69.6141235813367,0,"North Central",0.263,58.9,26.2,0.379788819875776,2.9868578255675,287,47.565899913797
23.3333333333333,1,"North Central",0.309,53.9,27.2,0.363308375634518,1.8716577540107,319,71.6529975742174
19.6551724137931,0,"North Central",0.277,57.7,23.8,0.420825342465753,2.86591606960082,308,36.071537947804
51.5151515151515,0,"North Central",0.399,60.6,25.9,0.67658203125,2.5,344,51.6132141394183
53.6075949367089,1,"North Central",0.307,59.9,28.8,0.46962865497076,2.94117647058824,318,69.7226871212087
33.3910761154856,0,"North Central",0.436,58.4,28.6,0.604372844827586,2.29299363057325,591,70.3833323100223
72.296875,0,"North Central",0.413,56.3,29.4,0.480963218390805,2.54306808859721,377,65.5949689932027
68.8615384615385,0,"North Central",0.322,57.7,28,0.47525,2.48538011695906,326,70.5663036806329
86.9563758389262,1,"North Central",0.305,59.2,27.1,0.378995391705069,3.18840579710145,339,30.9244528549489
72.799043062201,1,"North Central",0.275,57.8,27.9,0.405446393762183,3.80868024800709,241,60.4390471742177
37.35,1,"North Central",0.268,58.4,28.8,0.340387186629527,4.80109739368999,284,67.4053955998191
102.517038517039,0,"West",0.086,57.5,19.2,0.558914285714286,0.53680981595092,175,53.3683367446828
52.9020751390208,0,"West",0.416,60.4,24.5,0.812,1.05680317040951,285,8.45612275344562
111.186182230301,0,"West",0.793,55.3,24.6,1.24221111111111,0.934579439252336,1152,61.1269272325027
75.8279266572638,0,"West",1.112,58.5,22.2,0.479076923076923,8.94736842105263,57,8.71570057000019
70.0162795877458,0,"West",0.378,57.7,21.9,0.798821782178218,1.62308385933273,454,45.0939526977829
74.4344712341848,1,"West",0.198,56.6,20.8,0.897,2.8735632183908,339,28.2068404854538
114.805408388521,1,"West",0.69,57.6,27.9,0.716040540540541,3.7037037037037,421,25.6431891750917
106.50696748507,0,"West",0.12,55.5,20.1,0.396709459459459,0.524246395806029,254,138.355058337455
50.1706757663907,0,"West",0.892,57.7,25.3,1.63486842105263,1.94647201946472,1714,27.4079874706343
49.1674829157175,0,"West",0.29,56.2,24.6,0.42658,1.77890724269377,163,11.6252594337557
76.8233026901742,0,"West",0.545,57.6,24.9,0.803921568627451,4.48343079922027,713,96.6385051756576
103.793431053203,0,"West",0.35,57.6,25.2,0.790822222222222,1.6728624535316,327,63.5827409173201
62.0418395447035,0,"West",0.759,59.6,24.6,0.744958620689655,0.706214689265537,516,9.80782542033537
57.0602089756766,0,"West",0.13,59.8,19.5,1.09914814814815,1.86393289841566,329,12.3116567052002
64.1283002588438,0,"West",0.336,58.8,20.4,1.45451492537313,1.82516810758886,1058,35.6133344014282
96.855046388624,0,"West",0.432,56.1,27,0.964414141414142,1.10132158590308,761,149.556736684248
65.9221045244621,0,"West",0.856,58,24,1.91910784313725,1.34529147982063,1145,32.8522722210138
114.380435938331,0,"West",1.287,56.8,24,0.368527272727273,1.06194690265487,252,15.2528810539254
77.668255884128,0,"West",1.649,56.9,28.1,2.50292207792208,1.69491525423729,1108,86.0011883785623
62.5550601008143,0,"West",0.424,56.4,23.8,0.768442307692308,5.77617328519856,534,45.6713570236108
116.451624567385,0,"West",0.387,54.5,23,0.528366120218579,0.825763831544178,227,62.2748283416061
73.8282317979198,0,"West",0.876,58.7,24.5,0.202694444444444,0.560747663551402,87,6.80780389084458
64.755292289765,1,"North Central",0.365,58.2,28.1,0.496718223583461,2.217125382263,350,55.3630755124214
69.6307286515002,0,"North Central",0.271,57.7,26.2,0.587217194570136,1.72684458398744,447,71.5748669289516
85.2662857142857,0,"North Central",0.248,59.5,26.9,0.532870588235294,1.09409190371991,388,62.4493392070485
77.6357504215852,0,"North Central",0.338,58.9,25.8,0.414880597014925,4.5346062052506,265,50.6010998397538
88.1766304347826,0,"North Central",0.421,58.3,27.6,0.558232323232323,3.17919075144509,378,98.6328951733764
57.0330250990753,0,"North Central",0.242,61.9,27,0.270883435582822,2.32067510548523,188,32.1998115643647
90.9692982456141,0,"North Central",0.392,58.7,29.3,0.634338582677165,2.5518341307815,440,72.6921996898922
57.4886666666667,1,"North Central",0.461,60.4,27.3,0.632532258064516,3.4965034965035,569,72.4080157520968
76.6366063482646,0,"North Central",0.48,59.5,27.7,0.614571612903226,2.55354200988468,553,71.8668105970767
78.8726368159204,0,"North Central",0.507,59.6,28.2,0.750124401913876,4.53400503778338,522,75.8077292694616
79.6074969021066,0,"North Central",0.356,57.6,27.4,0.602098214285714,3.68349249658936,312,62.7930136356672
76.4772865544514,0,"North Central",0.402,58.8,26.9,0.775738675958188,2.18579234972678,567,53.3755109391086
73.4438092763414,0,"North Central",0.284,57.7,28.1,0.395574660633484,2.40673886883273,392,70.5553481742908
72.7057728119181,0,"North Central",0.338,59.1,25.7,0.603650641025641,2.42510699001427,417,70.7072412861389
75.5611740773031,0,"North Central",0.388,59.1,26.9,0.796538834951456,2.12014134275618,541,63.401153658792
81.4978494623656,0,"North Central",0.237,59.1,26.8,0.398253472222222,3.1767955801105,305,62.779459711225
94.525,0,"North Central",0.477,58.8,28.8,0.706514739229025,3.46598202824134,528,71.5186792082351
80.4647137150466,0,"North Central",0.408,56.7,24.1,0.85144769874477,5.66666666666667,559,75.059632727748
79.6516001319696,1,"North Central",0.384,59.1,28.8,0.625467153284672,4.12371134020619,336,52.4662633783155
79.4255239520958,0,"North Central",0.251,57,27.2,0.378516994633274,2.09555741827326,354,59.7182929232537
70.8561729497945,0,"North Central",0.282,56.5,24.4,0.526503080082136,1.53349475383374,380,59.2714615175259
64.7816826411076,0,"North Central",0.479,58.8,28.1,0.635284574468085,4.9645390070922,570,69.8083185316756
75.2708238507055,0,"North Central",0.292,60.6,26.6,0.756270072992701,1.1744966442953,455,47.5036829021269
61.3554285714286,1,"North Central",0.414,59.7,26.4,0.658122222222222,2.87769784172662,393,56.9497421879853
63.4458116422149,0,"North Central",0.448,57.1,25.3,0.599255617977528,2.59208731241473,448,54.3956261637812
68.187648456057,0,"North Central",0.566,57,26.6,0.723048442906574,2.18446601941748,498,65.8062911208901
78.7006578947368,0,"North Central",0.363,58.6,26.4,0.722632768361582,1.44927536231884,420,55.971246691226
74.6101624323199,1,"North Central",0.411,59.2,28.8,0.54272347826087,4.68890892696123,442,62.1470663817207
74.7899159663866,0,"North Central",0.227,57.8,22,0.396263157894737,1.86335403726708,211,16.7832932429477
75.066265060241,0,"North Central",0.44,60.2,30.6,0.550767716535433,2.05479452054795,458,59.5757695138767
71.2272727272727,0,"North Central",0.358,58.3,27.7,0.543526610644258,1.6260162601626,351,69.1080665310716
76.2461355529132,1,"North Central",0.449,58.9,28.1,0.570898865784499,2.44063324538259,473,70.6528360211306
67.1999259304981,1,"North Central",0.287,58.5,25.3,0.881053691275168,1.6839378238342,320,47.3420840082844
81.626687847498,0,"North Central",0.273,58.4,28.1,0.415565315315315,2.40963855421687,316,63.8377995088476
76.2022859112056,0,"North Central",0.245,59,27.1,0.516375816993464,1.63785259326661,220,48.1677258418958
69.7652582159625,0,"North Central",0.366,57.8,24.8,0.601039603960396,4.81695568400771,299,69.1597847682992
90.7616099071207,1,"North Central",0.306,58.7,25.6,0.407036458333333,1.79514255543823,263,55.1550220226272
86.4866282118511,0,"North Central",0.281,58.5,27.4,0.640926267281106,1.65289256198347,489,83.7102211989146
81.8695206357344,0,"North Central",0.414,58.6,26.2,0.598646788990826,1.05820105820106,444,81.9580446398896
69.5513833992095,0,"North Central",0.441,59.5,29.2,0.636931034482759,1.59744408945687,491,86.8171632861732
86.3462321792261,0,"North Central",0.485,58.8,27.4,0.675688679245283,5.50996483001172,406,71.7830209865185
88.6559418785677,0,"North Central",0.383,59.9,28.1,0.533354586129754,3.00802139037433,418,67.7508241120618
58.6253918495298,0,"North Central",0.101,60.8,25,0.475121212121212,3.3112582781457,208,49.1272798587958
69.2376237623762,1,"North Central",0.528,55.7,25.9,0.925732323232323,2.11267605633803,884,77.764293239801
75.3935483870968,0,"North Central",0.471,58.2,28.4,0.665439330543933,0.841346153846154,570,89.1987289021734
70.0664269816812,1,"North Central",0.457,58.1,28.5,0.595082130965594,3.5034272658035,451,70.7704655697522
66.2442159383033,0,"North Central",0.518,60.7,28.1,0.735,4.68521229868228,531,75.4427590882129
61.7644900953779,0,"North Central",0.471,58.6,25.9,0.710232415902141,3.2258064516129,620,79.3320092708405
68.3716768916155,1,"North Central",0.36,59.2,27.8,0.519329805996473,3.67835757057314,453,69.1985509451185
66.0272487906436,0,"North Central",0.295,59.7,27.5,0.605689295039165,1.29749768303985,397,70.8410452677479
73.1228908612114,0,"North Central",0.248,59.9,26.8,0.495095808383234,2.29083665338645,325,54.9712962516282
76.2887804878049,1,"North Central",0.421,59.7,27.6,0.545845360824742,1.48305084745763,450,71.5692347984628
82.6636923076923,1,"North Central",0.569,58.8,25.5,0.824821292775665,3.46715328467153,623,86.2600142981255
88.5905956112853,0,"North Central",0.284,59.2,26.9,0.747534090909091,2.15827338129496,207,42.3076923076923
79.5744680851064,1,"North Central",0.414,57.5,26.9,0.591316425120773,2.89473684210526,398,67.2455535009627
80.539175257732,0,"North Central",0.236,59.7,25.3,0.667004464285714,3.40522133938706,481,69.2429165926687
80.1071811361201,0,"North Central",0.438,59.5,27.6,0.656802469135802,2.68361581920904,492,76.4640613105913
88.6999068033551,0,"North Central",0.435,58.8,25.1,0.655833333333333,3.36787564766839,475,63.0433359712958
65.404958677686,0,"North Central",0.377,59.4,28.1,0.604860398860399,2.67379679144385,383,66.1729794848174
72.3546467137148,0,"North Central",0.31,58.5,27.8,0.650965909090909,1.76056338028169,342,57.557958060214
75.0352925741275,0,"North Central",0.411,59,27.7,0.688590062111801,2.99906279287723,521,71.806195509008
81.7702702702703,1,"North Central",0.433,58.8,26.9,0.632757142857143,3.60750360750361,423,64.6195860323381
73.1475903614458,0,"North Central",0.384,56.2,24.1,0.78655614973262,0.760456273764259,622,75.7609552274316
97.3651515151515,0,"North Central",0.351,59.8,28.4,0.631911894273128,2.47279920870425,504,80.6233731073051
67.838785046729,0,"North Central",0.283,60.5,26.4,0.409860050890585,4.18552036199095,325,70.4722677650258
77.2002785750464,1,"North Central",0.322,59,27.7,0.634988950276243,0.874125874125874,388,67.2549072842288
78.3796610169492,0,"North Central",0.607,60,28,0.909243243243243,2.60663507109005,845,68.2741433995281
68.1412483912484,0,"North Central",0.468,59.8,27.5,0.618069478908189,1.35983263598326,447,59.1064569458644
89.4740740740741,0,"North Central",0.339,59.9,27.7,0.398868131868132,4.08163265306122,428,163.022508038585
79.2987008810856,0,"North Central",0.324,58.4,27.2,0.664310185185185,0.866336633663367,316,48.6732760991109
83.4801363576767,0,"North Central",0.299,57.3,26,0.539948616600791,2.01342281879195,497,60.8187986396311
75.3853211009174,0,"North Central",0.246,59.8,26.3,0.436040983606557,1.07858243451464,212,66.930688105876
69.6033898305085,0,"North Central",0.321,57.1,24.8,0.751254385964912,1.76991150442478,382,63.791603970237
60.1005628517824,0,"North Central",0.491,60.3,26.3,0.837707317073171,3.69344413665743,669,77.0483163620622
71.1981351981352,0,"North Central",0.389,59.6,24.4,0.522053941908714,7.90441176470588,370,47.5684758546797
64.8118279569893,0,"North Central",0.518,59.9,26.3,0.596326666666667,2,477,66.2489385244847
72.1251995438997,0,"North Central",0.303,58.1,27,0.50255,2.17209690893901,373,63.4850993377484
71.701292612685,0,"North Central",0.299,59.2,28.4,0.546988235294118,2.90037831021438,409,58.8644469364181
82.0549450549451,0,"North Central",0.494,58.4,28.5,0.698622727272727,4.14364640883978,531,72.2053991727164
92.2056451612903,1,"North Central",0.316,58.4,28.2,0.569977611940299,1.03626943005181,394,69.6123248050475
76.8943990665111,1,"North Central",0.355,59.2,27.5,0.505899777282851,3.26721120186698,397,84.8411199605879
