x1,x2,y
0.9788873109159086,-1.0502139037177294,1
-1.1998636215987075,0.5227937559306872,0
0.997435130085405,-1.072124599165033,1
1.472167020109671,-1.278531123590172,1
2.32834945124438,-1.486131105047031,1
1.1784378489259324,-1.132458212845847,1
1.6327943905064974,-1.4014071197860725,1
-1.0400644605883613,2.732608197408436,0
-1.1009041295372057,1.8168697207709683,0
-1.1829605232682836,0.48758371306643766,0
-0.08585694345320238,-0.8391572434188079,1
1.8394610651463574,-1.1453894952920198,1
0.7694225664758567,-1.1113729375524368,1
-1.0506400870226336,-0.5427913942560596,1
-1.1704953465053411,0.6640874412819991,0
-1.107647828720283,2.0475845847356586,0
-1.0692940666059692,2.3088170997297692,0
-1.202936729256645,0.3512243989036963,0
-1.1021354855409116,1.7429737263338403,0
-1.0964736089055416,2.179643641731003,0
-1.1599462635261464,0.7575624868484352,0
-0.5065332981756705,-0.559665882561981,1
-1.118374777082861,1.6447128936077102,0
-0.024274206012283583,-0.9671998475297898,1
-1.0971993918118523,2.0582462461836215,0
-1.1618195068215855,0.9538451266963883,0
-1.1286428634527805,1.3933540969512581,0
-0.8931541318409577,-0.6525548404743992,1
1.6153084146250123,-1.278230767993753,1
-1.0303184467368514,2.975800954181525,0
-1.166418905050463,0.8804381552236692,0
-1.1827185287600217,0.8218683007957532,0
3.2266642259456546,-1.796397389176799,1
-1.0788142118583113,2.3418743736060836,0
2.1801599759205024,-1.3685527273520528,1
-1.235827084931268,-0.4511794779336331,0
-1.191465750329031,0.45470049704289095,0
1.1033688891219717,-1.03944334607425,1
-1.2912041200324098,-1.1979713315198888,0
2.270772942928733,-1.4387083460499726,1
-1.2221201240654473,-0.2263430585786148,0
1.5996531482288727,-1.4048128531867954,1
-1.1578893102951917,1.3913159059130757,0
-1.1896605739408992,0.2348586596484823,0
-1.1488391007738117,1.1662709274092964,0
-1.2314064328909566,-0.14769880910834066,0
0.5398938867178945,-0.9506285519116084,1
0.45176485258728105,-0.8090687794624258,1
-1.2134782496950738,0.2730904199714419,0
-1.1344195885197068,1.474690838788952,0
0.8812253416881292,-0.9401487029368486,1
-1.239711172550663,0.19478789262088392,0
-1.1054579725566216,1.9850764886727112,0
1.1511237243287231,-1.2487092211925779,1
3.9851721193707874,-1.9812740443713914,1
2.4080586430763407,-1.626164634762367,1
