inflation,unemp_change,recession
6.163971151583294,0.3209137219924929,0
4.738813285681717,1.353396004675267,1
4.375676778128848,0.4756581762896087,1
3.462412033192242,-0.9156009134934692,0
5.733209502449786,-0.020251472665480552,0
4.868773910152278,0.40418751548691884,1
4.333832579192601,-0.6251815391985266,0
4.325892875403726,-0.82208485610557,0
4.251539987231436,0.5736691798169673,1
4.685664080078055,0.5544276339960316,1
4.573327386899134,0.27526051407690066,1
3.735460459180302,-0.7393914383722523,0
2.374539951304955,-1.7066330588783778,0
4.852777513040688,-0.5987408030953411,0
4.790737063460109,-0.5582235837946657,0
4.697922139991214,-0.04476198047979105,1
4.619467973792782,-0.8822530022933621,0
4.549645464080786,0.8013953093701114,1
4.660096049074337,-0.5916113092457721,0
5.242920874802474,0.04102310990762745,0
4.883551015897628,0.4588704413516142,1
3.985804481137691,0.715346128794628,1
4.3796058618179465,-0.4803840554283822,0
2.8222679852949035,-1.2534816827275268,0
4.167788608936316,-0.7542174029896219,0
4.739352910359738,0.6844082507463817,1
3.6390106980124215,-0.593939409073236,0
4.907898542744731,-0.3548258748610212,0
4.924317305376119,-0.006434099581564899,1
3.92328573429196,-0.7000578635407808,0
4.740895157275786,0.4912695257103468,1
4.802108463511658,-0.3914839094334938,0
4.82066102460942,-0.24222837249981377,1
4.597495908529417,1.048764882812013,1
4.122390347860272,1.2152589012448112,1
4.418495527419674,0.8920696258815783,1
5.745173384558982,0.16234149479200513,0
4.800127383500017,-0.3604255986282787,0
4.681888975351038,-0.10565476471829034,1
4.341727388487829,0.5249869537408973,1
3.535921587801571,-1.0578408579107008,0
4.868922949982176,-0.12817081509551054,1
