No,Ticker,Company,Sector,Industry,Country,Price,Volume,MarketCap,PE,PEG,PS,PB,EPS_ttm,EPS_g_next_yr,EPS_g_next_5yr,DebtEquity,Beta,InstOwn,RSI,GrossMargin,FoodCostPct,SSS
19,FAT,FAT Brands,Packaged Foods,Sauces & Condiments,USA,45.60329577850396,72713,13259274.133969033,8.317355605760204,3.3291863945491325,4.133894901748028,1.3022341762087204,-0.5633443718095243,-15.327516147571519,0.5760888901186778,0.5358304651755798,1.1208922973626143,44.18984390965885,56.57180695497733,22.176649360001207,60.562238121087525,
20,FAU,FAU Brands,Packaged Foods,Canned Goods,USA,15.122256680670008,94150,1655109.1481425797,13.839935850232575,1.655250650821046,1.1649847757331016,3.312550154279813,2.8349668930238527,-1.699164688384073,14.665209706112412,0.9509635530368822,0.7829295132270473,34.73740696948897,56.982900697787265,22.079715185637813,38.042774977443365,
21,FAV,FAV Brands,Packaged Foods,Frozen Meals,USA,22.93838824428032,221536,1907373.3358744965,32.27856528315183,4.532037451048043,4.639616619456499,1.7464731417119177,1.329524118334084,10.06213311175081,-1.103007556187391,0.8939532640372972,0.8766438017355345,59.80448753436273,51.0964820372902,29.244172891025038,43.96795236407964,
22,FAW,FAW Co.,Packaged Foods,Snacks,USA,14.959927682063274,1359484,502175.8821154894,13.052788330347688,,1.1184333733183074,1.9472145472331068,-1.3127450244025627,-12.906055136917871,9.293789074119774,0.3217989770383496,0.7245389044771592,45.546355264791686,24.761319474013813,20.4312851689133,38.40460818947169,
23,FAX,FAX Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,80.37586532907227,385792,63671999.18805289,17.317407479485777,1.3639834412370673,9.879701643028767,1.8914489429035706,-1.252921730535757,-3.6614965988591486,0.3740289994849837,0.9066211152537096,0.7751720421692808,37.83571092321546,24.848646927168986,38.341232063876674,49.06203769784511,
24,FAY,FAY Co.,Packaged Foods,Sauces & Condiments,USA,40.834476779193146,79787,68848.49641939341,22.960916745071874,1.5639393952872156,0.8338199692658521,,4.456086924566703,-16.464022443138383,6.151085537719622,1.2788503905981943,0.5768764021959267,27.253366373328852,41.42767477907433,37.94715501929498,34.45729199142783,
25,FAZ,FAZ Foods Inc.,Packaged Foods,Canned Goods,USA,48.44094929802337,26330,238067.59180757962,18.158475694983313,0.7070510995275513,1.4234028424811398,0.8939193321397965,1.3642081322639292,-3.897730963366472,0.6059268407546856,0.375833355762551,0.5841822075966182,46.18473377601178,50.99653010837981,25.344013131139416,41.852285273639346,
26,FBA,FBA Co.,Packaged Foods,Frozen Meals,USA,17.713026270329333,699658,774802.8927749844,31.01819978951151,0.5524724682860327,1.856207681822749,2.1856880887028045,2.309933547309698,-21.438997925022264,1.818270163750067,0.8655818713895232,0.26884567529134773,33.70348920463823,43.47864263168084,37.51500715389603,45.48012660252137,
27,FBB,FBB Foods Inc.,Packaged Foods,Snacks,USA,12.946414956877437,207870,4106304.84469147,11.541352116989671,0.41955993254835466,0.7834533889742208,1.822093700804703,-2.599636574485919,-2.9776526758182875,-5.633600738773765,1.430413441960169,0.9674013734219715,65.74492475407654,10.292498850676793,34.30560378812884,37.15817863485697,
28,FBC,FBC Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,90.47537842774013,8758,2126814.9645756567,9.406700149598045,1.5071080216865846,,1.2019795920977165,-1.621990935776564,-1.7371638774019296,3.2496440882540134,0.20286601952318775,0.704064443960059,23.757621820369874,58.215925490686885,32.840486595077785,51.52299574874889,
29,FBD,FBD Foods Inc.,Packaged Foods,Sauces & Condiments,USA,11.641442205902841,4680,4322736.196915274,24.205981494148087,2.552158824737126,2.5168907767100057,1.8432759199807474,4.851502298704535,11.062100859486737,6.163026869224499,0.33666062917214185,0.2,24.91589301870781,41.63865412523391,31.075613951794047,48.665921387486506,
30,FBE,FBE Foods Inc.,Packaged Foods,Canned Goods,USA,69.63975446965574,3084,15668929.314264443,,1.508426674315097,0.8355923822420374,1.2956424760098246,1.087179679109119,15.102665921762949,10.351320821326567,0.23726842330543396,1.3800772094852376,43.31884400711915,69.20909164063735,45.79320113188436,39.41448534189744,
31,FBF,FBF Foods Inc.,Packaged Foods,Frozen Meals,USA,38.38737025891999,292222,3705054.301829794,58.24653165017472,1.991302061272375,2.3254915147431436,,3.430791248400432,20.484307315780338,10.815861522548827,1.4231729439097485,0.2,56.56270857299148,46.521091955603225,35.92814486415982,33.983468721395475,
32,FBG,FBG Foods Inc.,Packaged Foods,Snacks,USA,55.54488100877633,987161,2604093.9498367915,10.13042235977062,2.1682283809980167,3.1155774388449116,3.8311882192773203,1.1915036980984293,6.361267875076469,-1.3361254603820782,0.37645925399207447,0.962314507520203,30.91855873620376,65.51496717326134,35.93605962364697,51.130039628534874,
33,FBH,FBH Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,35.18616731089448,9234,1773887.4032412248,22.53732484366289,2.043649198987507,1.2460587164042016,0.6680775622288893,5.554700854341304,15.612062554232262,13.230678121990344,0.43874905634537675,1.341730421510358,17.50537071292133,46.806500983964106,32.06073313724224,35.41061372820291,
34,FBI,FBI Foods Inc.,Packaged Foods,Sauces & Condiments,USA,34.30905201454331,41627,1242674.6284236757,,1.7133741458886818,2.5288849787174184,2.970471833757427,3.9299585912782575,-5.006514575607589,3.8189482479549497,0.7291059027727437,0.8815957905622213,37.80318601483134,54.10624791525654,8.769511868008369,39.20545971822536,
35,FBJ,FBJ Co.,Packaged Foods,Canned Goods,USA,34.64400698541772,56795,4775674.901819037,24.443515257968034,,1.9703987104315361,1.832991466756319,-0.506761568462275,4.529018465107907,20.672990507825702,0.6315936357934221,1.145027995994937,55.53890285899507,43.57499733019097,47.26610845918694,54.09908920221759,
36,FBK,FBK Co.,Packaged Foods,Frozen Meals,USA,9.05897078273238,14716,7238547.852049473,18.88552357729338,2.155417999837378,2.394912983843969,4.201931765287422,2.133689710105887,0.43688216233287847,6.646711156273027,0.9794234317178823,0.9038802707731328,8.122638511239128,64.14710475809117,22.57413961679441,37.58420644579252,
37,FBL,FBL Foods Inc.,Packaged Foods,Snacks,USA,34.92632316673054,201766,2653419.842512353,21.484146468590698,0.9740187054867313,1.894223379218882,1.4605753278929485,-3.4545819942226497,10.945030587333742,-14.690320398114814,0.7212905540696308,1.361978326728721,23.790744591102712,53.60126711799596,26.580096290008306,44.62155560592887,
38,FBM,FBM Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,49.412928766201595,89208,9042936.890268885,24.241519440319678,3.4661417306129927,1.6270385361366735,,-1.638987724895872,8.916241138021464,-31.524585961891297,0.34007968720021997,0.5241950686240576,13.962544137072227,44.06601042719595,45.671633573521426,29.539311726028895,
39,FBN,FBN Brands,Packaged Foods,Sauces & Condiments,USA,10.777554685437588,1969,2897570.694724301,19.82674689737261,1.6565268301732237,3.055072784561801,0.6533630739416529,0.2212110993619123,-0.08641573944174219,14.423372170950728,0.9228464521498353,0.7513694582853078,68.67593625198357,54.68486202978718,43.0225547986021,46.8366490101567,
40,FBO,FBO Foods Inc.,Packaged Foods,Canned Goods,USA,19.841642476334854,10130,20373651.937179074,21.21560761130602,2.576528686174233,1.326044122721148,2.8740620577405993,4.964972279845578,-3.053156730641053,17.912915326315566,0.9401044031754775,0.8180060148285841,28.12758171870601,59.94023335147984,34.48440481737202,39.237437619461225,
41,FBP,FBP Foods Inc.,Packaged Foods,Frozen Meals,USA,17.3781280429561,26066,509097.37298117374,42.76183825411456,1.1620981516688822,,2.2662130215404686,3.6117793739439943,27.663242396167348,11.895239099443966,0.46016200343029173,0.6567027700353819,46.0766981914765,51.125729130501206,23.10722611853935,28.77160871518017,
42,FBQ,FBQ Foods Inc.,Packaged Foods,Snacks,USA,59.433075555906115,105716,13587957.269783827,34.647706789747595,1.8866170265995108,0.9073292812321844,1.5434624836480508,2.5477960363181102,2.9121148576289766,-20.276678940741355,0.7152198723948463,0.5178311980384841,46.92345231707167,58.96553087278297,25.293024440121613,34.12426578544698,
43,FBR,FBR Co.,Packaged Foods,Cereal & Breakfast,USA,11.319779284651842,12998,572182.368021371,19.971539172756884,1.7832233535603954,3.070650548062411,2.362704029923847,0.13229524669381343,0.5563252622863262,-1.9798834778588166,0.6579245994560616,1.6964818060982707,38.362822772210556,74.18574291722798,25.970067925742303,38.482911486012355,
44,FBS,FBS Foods Inc.,Packaged Foods,Sauces & Condiments,USA,22.191441410976303,1078414,3092061.103764113,27.588285510412728,1.3315321631091501,1.0704794605689356,4.26006285949966,0.22175585129936137,6.459704389441995,22.437670063009328,0.638398783197302,1.1289901596816625,9.608812223060081,57.44191049577015,36.94475908322244,40.02556334693408,
45,FBT,FBT Co.,Packaged Foods,Canned Goods,USA,19.894026752285253,77589,17754158.879308373,21.84422394190596,2.992067412662066,0.7092765919189832,3.047083444201732,6.761745979449135,-7.0474841500203205,-13.369838154211834,1.1220896650756902,0.7220658050196127,55.05991807219224,50.76598709275785,27.178654355456093,52.44720450147954,
46,FBU,FBU Brands,Packaged Foods,Frozen Meals,USA,79.23226125498122,212840,8813148.327777123,,,3.9768775019497955,5.833407343562978,-2.5678712246812307,8.502876953312166,9.670845611929787,0.47010039923466845,0.34644300459372324,23.631939489426586,66.10949573474645,37.41239905547329,28.2466065729389,
47,FBV,FBV Foods Inc.,Packaged Foods,Snacks,USA,20.26329604231405,89224,1085419.6093555214,41.338181713482385,1.9045973617970073,0.9745077339979528,1.4605730597936095,3.3531106437500675,15.247830604648279,-2.4907686378649885,0.43861402686576184,1.0988879738641186,64.98469052641533,48.0050643553914,28.740911500954017,31.59110223214293,
48,FBW,FBW Brands,Packaged Foods,Cereal & Breakfast,USA,7.302056504450632,19032,3391051.7217288697,22.957460927343764,1.1281070677764047,0.862197825201614,2.421145930665051,4.7941690151682135,26.891015368839444,-5.348135425673599,0.8297680735699948,0.23712758228381148,53.69237542072221,50.98498343029049,36.610780878232944,48.24691806598828,
49,FBX,FBX Brands,Packaged Foods,Sauces & Condiments,USA,17.782670337888575,174551,2032722.957893459,58.89267957086495,2.1154764896925835,0.8005767630916806,3.391132797172428,-1.0079322444033902,13.68651483982862,-0.44279222181735634,0.43487418006580286,0.2435899824637794,25.694996901949402,54.943130094229126,36.58125216288065,51.389531999197416,
50,FBY,FBY Foods Inc.,Packaged Foods,Canned Goods,USA,32.838588707206505,87950,1819349.8492297616,16.687375942732846,5.256089913867564,1.3465573620595703,,3.8228684966153264,4.764946358170064,-1.4498540486590485,0.46290696378928586,1.1072986208549738,23.63466756135575,44.684154172880945,22.34020333246406,41.78750894667678,
51,FBZ,FBZ Foods Inc.,Packaged Foods,Frozen Meals,USA,81.15780184964792,43537,11467124.257890554,28.533045651533065,4.073048725718283,0.7664204161860464,1.5501766960024415,-1.3376281613143637,1.9145868043097067,22.488548928801787,0.943190585814892,1.5719439149474002,46.135399406106885,48.757092899852864,41.72013135453733,62.45216496536707,
52,FCA,FCA Brands,Packaged Foods,Snacks,USA,42.142398180438285,35696,9585958.732911231,,1.6169403475401525,1.1935723463009886,1.7551375913646863,1.0252257849706108,10.409889463805989,8.385237820940969,0.1504187500195949,0.7402487208185312,51.703388140387375,58.74051859340018,19.524527454055473,43.46682192114359,
53,FCB,FCB Co.,Packaged Foods,Cereal & Breakfast,USA,55.858614925914026,74963,50833953.316314556,,1.2217102709092817,1.0683601235191145,1.8917153414680812,-0.22830373941852233,6.781530965711813,7.296314056846585,0.6025299645181785,0.2,59.64981415666817,47.09511512448775,26.124505187674878,40.31682822332809,
54,FCC,FCC Foods Inc.,Packaged Foods,Sauces & Condiments,USA,55.34450414193398,8495,10774694.435164629,13.924759469306982,1.0045067519027528,2.1160828922331874,,7.727865989866595,19.77290617388424,11.296995037842429,0.5731744051354828,1.0422053552947994,45.70166997269294,51.788515946923866,40.251601536638724,43.82898150265943,
55,FCD,FCD Foods Inc.,Packaged Foods,Canned Goods,USA,67.4481623451867,7671,2411007.8466037926,4.952122949945609,1.7103158302313792,0.7476843701490424,0.6977222873601359,-2.6047559810892014,-14.944054202933437,-2.4131245751123203,1.4494473020610974,0.7081966072920871,41.11328413205524,38.87371246523986,27.846222994619225,55.719473466863725,
56,FCE,FCE Brands,Packaged Foods,Frozen Meals,USA,49.673839705076176,395473,9723817.70379326,12.020137388700144,2.0441263590711736,2.2792606835102154,2.523592326434622,3.090118098131569,8.72191516526588,11.80699561694971,0.886187004211707,1.2054480389164064,91.01502786006006,38.90690646382427,40.626650026422766,54.48013875224586,
57,FCF,FCF Foods Inc.,Packaged Foods,Snacks,USA,24.723630710741308,173443,77141.88441142713,13.235340731514327,2.868701199105527,1.3109345604735538,1.5359094822003743,4.4868854712964925,-12.992753705131484,8.608800216350858,1.0030847045577094,1.4183775237116774,22.254901060668065,44.365407373101284,48.90422793297866,50.16411589544928,
58,FCG,FCG Co.,Packaged Foods,Cereal & Breakfast,USA,47.815051872614255,85064,3835668.233029738,18.363194838558837,0.7276208606944927,1.0004098692611791,1.7866845394745061,3.5114618580127597,3.638053270173468,18.497724975800985,0.6140615950794915,1.4005374522636265,16.605974741964484,80.62642587948002,29.302965988461928,51.734186981304155,
59,FCH,FCH Brands,Packaged Foods,Sauces & Condiments,USA,10.058288139564505,362598,2256227.1991966404,28.543533392327586,1.2704468911783342,1.0940344907295112,2.463410527784297,-1.612411883296017,-2.433667906661986,4.2157980191272015,0.2396650099538992,1.0982319390222943,48.899619387037795,40.761555481795924,29.241891519902893,50.72870466166651,
60,FCI,FCI Co.,Packaged Foods,Canned Goods,USA,63.41916348955325,41872,722190.0941279716,25.299929532494268,1.656871393091574,2.8553078484586454,3.1333129373415023,0.5856866860163814,9.397011570989363,-2.334254679307767,1.9457279777912837,1.1587578720777336,24.492572178093848,64.0748156215248,30.761278762912255,50.961404734309816,
61,FCJ,FCJ Foods Inc.,Packaged Foods,Frozen Meals,USA,12.907821411448317,35393,4803449.17972026,18.780299427388126,1.7443589892473632,2.2665663394174183,3.0835570040423126,2.410682804490894,33.85930849068526,-1.6447931195073568,0.5714876313703906,0.7055796335524256,47.61348070747024,55.61624602677721,37.20333398378889,54.9213562881268,
62,FCK,FCK Foods Inc.,Packaged Foods,Snacks,USA,49.153670119545254,51157,1304552.4049048729,14.140468908897093,3.3849951523411055,0.6090720146642027,0.9622094207321553,-2.3438743793132226,-20.6189706045607,7.071191905745283,0.5427687405658499,1.209781551785146,61.96655798502516,45.47130957622453,18.722649764419483,39.07587919015074,
63,FCL,FCL Brands,Packaged Foods,Cereal & Breakfast,USA,48.72363133228577,182266,11440996.502473198,12.862796673878758,6.44258565393987,2.2383524292615578,0.8358793371695638,2.6508942530959647,-5.721113916737316,30.59672675529292,1.3360517939965058,1.186704821473587,37.51917848672982,57.286097813167984,37.05118515823877,46.81169377695967,
64,FCM,FCM Foods Inc.,Packaged Foods,Sauces & Condiments,USA,73.36395492965086,10020,2315560.8399818107,28.562025097633903,,0.9223266577713831,6.381655345279839,0.3240403213920964,5.900534955362749,-0.07145362936221389,0.3723297501290813,0.6667192367926837,72.19676450425958,34.95400679878678,32.668635606910605,46.24519102846165,
65,FCN,FCN Brands,Packaged Foods,Canned Goods,USA,26.961428706254146,54621,1192425.6999415385,10.225750705566947,1.1616038028792728,3.016297900493327,1.4712521508640988,0.03381778533990154,14.908181609904007,-7.168860940230045,0.6880415515830133,0.46842891491244043,1.0643553068252818,44.84520672969199,29.34370110386495,39.937994950297565,
66,FCO,FCO Foods Inc.,Packaged Foods,Frozen Meals,USA,31.525848849066694,23105,1080582.1596940022,28.51424769717982,0.9968323882817074,0.9229530734809298,2.2095649492197227,3.249800598850795,18.7812782225485,4.332923824584561,0.5502556030496977,1.7288851211961456,16.995544677301204,36.93309120356295,27.80623657093917,44.569562363381976,
67,FCP,FCP Brands,Packaged Foods,Snacks,USA,14.79958775820249,228818,4483054.583225539,20.347043210243335,0.9802957442033644,1.9258959448345663,1.1997788137987193,0.26442581583053393,13.107095560490892,18.904188125220816,0.2663765610241466,0.5937925850372152,35.444229411945,63.7428359050453,20.82105483607463,23.893723278385657,
68,FCQ,FCQ Brands,Packaged Foods,Cereal & Breakfast,USA,28.720482666146165,6439,392711.91742133535,49.13810042332583,,1.4892944620305733,2.6032477949339135,-2.752764075697042,0.7115130674202472,5.176889841657275,0.42413461490543225,1.1911666420588811,14.555823714095773,47.12132096855484,26.728524498114556,36.41051432757399,
69,FCR,FCR Co.,Packaged Foods,Sauces & Condiments,USA,17.4300809657532,495863,2345284.299332301,9.966215183967867,1.7980516464709122,,1.6487211105946653,5.620635083924734,16.364714171526867,1.3420361132716128,0.34546799915964993,1.3303674558276888,23.288394057348896,46.51235246189795,20.5548039142859,38.91210085899097,
70,FCS,FCS Foods Inc.,Packaged Foods,Canned Goods,USA,7.334984349655261,247527,571057.9136609772,23.884582019365208,2.2650223187978717,2.0362577166827154,2.002915218963309,-0.005233401816117755,15.246534653613784,3.0210238783029517,0.3544631385951269,0.2,52.38745824781397,53.77580250655686,30.398046122281645,41.68313284118793,
71,FCT,FCT Foods Inc.,Packaged Foods,Frozen Meals,USA,71.89138208621303,22725,4750684.007876317,21.300764277594617,1.5878402908013103,0.4905483746469581,0.43692617977768516,2.857752455666784,0.5375627463836938,5.408332784219425,0.5417996242129691,1.2678467187923457,32.83443221135228,49.90490676904108,34.3783648798993,41.48831108256961,
72,FCU,FCU Co.,Packaged Foods,Snacks,Canada,63.07666694537509,190836,3611704.032832931,18.188549662905544,3.078103633783628,1.132362491772889,1.8069489348408703,2.930777508915931,-5.618504714991461,-0.3630469195387125,0.2516910841561402,0.2614628666420772,60.215677928034836,45.44842732618688,26.140669452626618,45.955908239932576,
73,FCV,FCV Foods Inc.,Packaged Foods,Cereal & Breakfast,Canada,16.486084139138434,11100,3758429.6289171223,21.96409568756971,2.8849973729795777,2.851176293637695,0.9761288029907408,5.831788344936104,2.299495807407416,13.884280072354763,1.3368388305891235,0.6484409768610804,31.067636865225772,76.13679170475122,31.658711540496213,35.610198507983235,
74,FCW,FCW Foods Inc.,Packaged Foods,Sauces & Condiments,Canada,45.059544701544766,25909,5646882.296567967,7.723956478039329,1.0100287298084107,,5.215849019761583,0.9032858884763886,-0.18219578433252792,16.554322019396327,0.36566395368611565,1.2121675036760249,18.288146239715765,24.74165593998229,25.735759071462798,48.64684682441116,
75,FCX,FCX Brands,Packaged Foods,Canned Goods,Canada,51.74820347364087,125665,5564144.62143265,28.732671825234107,,1.1907422598494424,3.880110323505016,-3.3492468841747605,-5.621307329018407,8.423107835616694,0.18125529575655294,0.2,25.782730434013867,32.96043371677233,34.451939345065995,37.75395335213077,
76,FCY,FCY Co.,Packaged Foods,Frozen Meals,Canada,69.76771825766222,24146,4720633.613756757,19.671359447043564,0.3694281460200718,4.542171795982369,0.9101241371402717,4.866925192910311,6.367060918153653,-17.133300213131363,1.1661419262814667,0.5387766306585016,11.31058522224149,40.790978688553665,31.456466479433846,33.95813402573805,
77,FCZ,FCZ Foods Inc.,Packaged Foods,Snacks,Canada,11.223371829948164,2205,786129.5160071958,21.451667341145598,2.1558627113680906,,2.4012742262201248,7.897368157540557,15.399493904673777,14.883106057073999,1.6990429624950736,0.9777298549704755,31.098513744277795,54.776943122056096,29.589328719594466,32.958186074762494,
78,FDA,FDA Co.,Packaged Foods,Cereal & Breakfast,Canada,49.3467090968093,163614,800676.2010127208,8.817577850139672,2.0008926743265287,0.6053902731987016,2.0738383513981185,2.2844352529081573,27.23697535282571,9.785730164714277,0.3000156991137438,0.35404111688850287,30.25554023461476,35.24046586314006,26.02063714290625,55.77741977107925,
79,FDB,FDB Foods Inc.,Packaged Foods,Sauces & Condiments,Mexico,25.828831288130324,21385,1072165.6967381053,74.18746515240002,3.2185791026086106,1.9645588058561756,3.507150199366743,-3.296234949877173,-4.101822523399818,0.8267564783537136,0.48902440781420903,0.945030073856789,40.710265267487685,57.76110134508623,41.73164148975501,31.121601139004397,
80,FDC,FDC Co.,Packaged Foods,Canned Goods,Mexico,28.506612911209352,16207,1449792.8419033047,9.013447206491799,1.4127251887420027,,2.1807241794947236,0.8693570313303096,23.790445515009957,14.249070288989124,0.6029156534973346,0.9025982040068725,83.10405956312383,68.5540840992423,34.06373579221128,27.548592693121865,
81,FDD,FDD Foods Inc.,Packaged Foods,Frozen Meals,Mexico,83.89233168462266,31110,8809260.238134231,15.19216506957366,1.318058918240835,1.0051692003996122,1.5148085048672733,4.424127064285185,8.958895795123395,-9.304179266443683,0.6181876579742099,0.3975733448373344,33.31885952647243,45.70002900010178,37.57175587149846,42.2252204974653,
82,FDE,FDE Co.,Packaged Foods,Snacks,Mexico,16.427711512737147,720401,322257.7077895762,,4.821056266942556,1.8319166722974278,1.2795062799334775,4.981491886337926,2.1893687426046275,-2.528265601628169,0.3737891601072878,1.1474451300696336,57.33725873659296,58.88124274413657,31.463506190540617,50.22002731351115,
83,FDF,FDF Co.,Packaged Foods,Cereal & Breakfast,Mexico,10.306708270145052,27873,717475.4332370807,42.53362075679174,2.5658790260491138,1.4655506316401075,3.3908534048945436,6.691440697973595,9.18614487942557,23.76136454421674,0.510920769248585,1.1988704550857192,69.94928138433524,48.55381602600123,46.495929450912996,61.97305876917301,
84,FDG,FDG Co.,Packaged Foods,Sauces & Condiments,UK,19.991605404835656,252236,1468943.1201122552,,3.366717082448105,2.370562419524402,1.5150495183999508,2.589259813290433,-7.450748493496153,16.635525243614396,0.7388432662616309,0.49424970314936073,29.698513050148357,63.277730993781276,17.3516781829174,37.85761862701432,
85,FDH,FDH Foods Inc.,Packaged Foods,Canned Goods,UK,21.95363438344843,54639,457073.53259368724,,2.986342788637491,2.3122598816011757,2.9036617473357174,5.7118122986140865,-2.12574938528115,15.105490830059612,0.18160733378741276,0.7874669920633871,27.236120041090615,37.823263262893875,18.812777428087546,49.45933374733841,
